schema_version,run_id,created_at_utc,prediction_date,as_of_date,data_snapshot_hash,config_hash,target_mode,band,imputed_features,macro_snapshot_hash,macro_history_mode,prediction,p_down,p_flat,p_up,model,record_id,kind,horizon_days,target_date,horizon,trading_days,current_close,signal,predicted_return,predicted_close,center_close,low_close,high_close,band_coverage,vol_model,model_mae,zero_baseline_mae,mae_diff_lo,mae_diff_hi,oof_slope,actual_open,actual_close,actual_return,actual_class,direction_correct,price_error,absolute_price_error,price_ape,return_error,interval_hit,center_price_error,log_loss,brier,status,is_prospective,actual_updated_at_utc,runtime,versions_hash,raw_predicted_return,predicted_open,center_open,low_open,high_open,gap_sign_auc,gap_corr,event_flags,source_model
3,20260909T115114_beb5592a94d9,2026-09-09 11:51:30.537803+00:00,2026-09-10,2026-09-09,29e8ceb7612c46774a80,4f89248afed926b75d78,close_to_close,0.0146590562815621,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,하락,0.3962099050316892,0.3165661666914238,0.287223928276887,LightGBM,20260909T115114_beb5592a94d9:direction:LightGBM,direction,1,2026-09-10,,,,,,,,,,,,,,,,,1879000.0,1853000.0,-0.001616379310344862,1.0,0.0,,,,,,,1.1502230017705228,0.7065616783308812,scored,True,2026-09-20T05:08:24.234384+00:00,github-actions,7fa00c14b86e,,,,,,,,,
3,20260909T115114_beb5592a94d9,2026-09-09 11:51:30.537803+00:00,2026-09-10,2026-09-09,29e8ceb7612c46774a80,4f89248afed926b75d78,close_to_close,0.0146590562815621,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,하락,0.4171369385938052,0.3023672751012106,0.2804957863049842,No NSI ensemble,20260909T115114_beb5592a94d9:direction:No NSI ensemble,direction,1,2026-09-10,,,,,,,,,,,,,,,,,1879000.0,1853000.0,-0.001616379310344862,1.0,0.0,,,,,,,1.1961128577905706,0.7393725305239734,scored,True,2026-09-20T05:08:24.234384+00:00,github-actions,7fa00c14b86e,,,,,,,,,
3,20260909T115114_beb5592a94d9,2026-09-09 11:51:30.537803+00:00,2026-09-10,2026-09-09,29e8ceb7612c46774a80,4f89248afed926b75d78,close_to_close,0.0146590562815621,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,하락,0.4161283819261587,0.3134017854837042,0.270469832590137,No macro ensemble,20260909T115114_beb5592a94d9:direction:No macro ensemble,direction,1,2026-09-10,,,,,,,,,,,,,,,,,1879000.0,1853000.0,-0.001616379310344862,1.0,0.0,,,,,,,1.160269251936355,0.7177338687627851,scored,True,2026-09-20T05:08:24.234384+00:00,github-actions,7fa00c14b86e,,,,,,,,,
3,20260909T115114_beb5592a94d9,2026-09-09 11:51:30.537803+00:00,2026-09-10,2026-09-09,29e8ceb7612c46774a80,4f89248afed926b75d78,close_to_close,0.0146590562815621,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,하락,0.4275030907229863,0.2939005968717199,0.2785963124052938,Mean ensemble,20260909T115114_beb5592a94d9:direction:Mean ensemble,direction,1,2026-09-10,,,,,,,,,,,,,,,,,1879000.0,1853000.0,-0.001616379310344862,1.0,0.0,,,,,,,1.2245136746926386,0.7589511649616474,scored,True,2026-09-20T05:08:24.234384+00:00,github-actions,7fa00c14b86e,,,,,,,,,
3,20260909T115114_beb5592a94d9,2026-09-09 11:51:30.537803+00:00,2026-09-10,2026-09-09,29e8ceb7612c46774a80,4f89248afed926b75d78,close_to_close,0.0146590562815621,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,하락,0.4587962764142834,0.2712350270520158,0.2699686965337007,Logistic,20260909T115114_beb5592a94d9:direction:Logistic,direction,1,2026-09-10,,,,,,,,,,,,,,,,,1879000.0,1853000.0,-0.001616379310344862,1.0,0.0,,,,,,,1.3047695754592696,0.814475506155593,scored,True,2026-09-20T05:08:24.234384+00:00,github-actions,7fa00c14b86e,,,,,,,,,
3,20260909T115114_beb5592a94d9,2026-09-09 11:51:30.537803+00:00,2026-09-10,2026-09-09,29e8ceb7612c46774a80,4f89248afed926b75d78,close_to_close,0.0146590562815621,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,하락,0.4244968618550381,0.2886060257054652,0.2868971124394966,No flow ensemble,20260909T115114_beb5592a94d9:direction:No flow ensemble,direction,1,2026-09-10,,,,,,,,,,,,,,,,,1879000.0,1853000.0,-0.001616379310344862,1.0,0.0,,,,,,,1.2426927537700156,0.7685889255134698,scored,True,2026-09-20T05:08:24.234384+00:00,github-actions,7fa00c14b86e,,,,,,,,,
3,20260910T114347_850acd9ddb81,2026-09-10 11:44:03.486963+00:00,2026-09-11,2026-09-10,1e8b3ffc73f3d2e1b139,ebdbaad363d27a26ad73,close_to_close,0.0144004404487031,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,,,,,Ridge,20260910T114347_850acd9ddb81:open:1,open,1,2026-09-11,시초가예측,1.0,1853000.0,있음,0.0049143149517476,,,,,0.8254799301919721,,0.0172554945424626,0.022931641307303,-0.0071088952823906,-0.0042909437932305,1.0,1773000.0,1812000.0,-0.043173232595790645,,,89106.2256055884,89106.2256055884,0.050257318446468364,0.048087547547538245,0.0,89106.2256055884,,,scored,True,2026-09-20T05:08:24.234384+00:00,github-actions,7fa00c14b86e,0.0049143149517476,1862106.2256055884,1862106.2256055884,1783028.8856880409,1941183.565523136,0.8065473219131706,0.6308381246805869,미국지표:미국 생산자물가(PPI),
3,20260910T114347_850acd9ddb81,2026-09-10 11:44:03.486963+00:00,2026-09-11,2026-09-10,1e8b3ffc73f3d2e1b139,ebdbaad363d27a26ad73,close_to_close,0.0144004404487031,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,,,,,Candidate HAR interval,20260910T114347_850acd9ddb81:price_candidate:har_interval:20,price,20,2026-10-14,1개월,20.0,1853000.0,없음,,,1853000.0,1437724.8398295604,2268275.16017044,0.5543710021321961,har,0.1991040127409867,0.200204418402227,0.0,0.0,0.0,,,,,,,,,,,,,,pending,True,2026-09-20T05:08:24.234384+00:00,github-actions,7fa00c14b86e,0.0838947856802976,,,,,,,미국지표:미국 생산자물가(PPI),
3,20260910T114347_850acd9ddb81,2026-09-10 11:44:03.486963+00:00,2026-09-11,2026-09-10,1e8b3ffc73f3d2e1b139,ebdbaad363d27a26ad73,close_to_close,0.0144004404487031,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,,,,,Candidate strict gate,20260910T114347_850acd9ddb81:price_candidate:strict_gate:5,price,5,2026-09-17,1주일,5.0,1853000.0,없음,,,1853000.0,1600462.9683620268,2105537.031637973,0.7494736842105263,simple,0.0761858456126585,0.0788352853456351,0.0,0.0,0.0,1770000.0,1745000.0,-0.05828386400431729,,,,,,,1.0,108000.0,,,scored,True,2026-09-20T05:08:24.234384+00:00,github-actions,7fa00c14b86e,0.0162351262822623,,,,,,,미국지표:미국 생산자물가(PPI),
3,20260910T114347_850acd9ddb81,2026-09-10 11:44:03.486963+00:00,2026-09-11,2026-09-10,1e8b3ffc73f3d2e1b139,ebdbaad363d27a26ad73,close_to_close,0.0144004404487031,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,,,,,Candidate HAR interval,20260910T114347_850acd9ddb81:price_candidate:har_interval:5,price,5,2026-09-17,1주일,5.0,1853000.0,없음,,,1853000.0,1658606.840053955,2047393.159946045,0.6168421052631579,har,0.0761858456126585,0.0788352853456351,0.0,0.0,0.0,1770000.0,1745000.0,-0.05828386400431729,,,,,,,1.0,108000.0,,,scored,True,2026-09-20T05:08:24.234384+00:00,github-actions,7fa00c14b86e,0.0162351262822623,,,,,,,미국지표:미국 생산자물가(PPI),
3,20260910T114347_850acd9ddb81,2026-09-10 11:44:03.486963+00:00,2026-09-11,2026-09-10,1e8b3ffc73f3d2e1b139,ebdbaad363d27a26ad73,close_to_close,0.0144004404487031,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,,,,,Ridge,20260910T114347_850acd9ddb81:price:20,price,20,2026-10-14,1개월,20.0,1853000.0,없음,,,1853000.0,1319224.7503993376,2386775.2496006624,0.6652452025586354,simple,0.1991040127409867,0.200204418402227,0.0,0.0,0.0,,,,,,,,,,,,,,pending,True,2026-09-20T05:08:24.234384+00:00,github-actions,7fa00c14b86e,0.0838947856802976,,,,,,,미국지표:미국 생산자물가(PPI),
3,20260910T114347_850acd9ddb81,2026-09-10 11:44:03.486963+00:00,2026-09-11,2026-09-10,1e8b3ffc73f3d2e1b139,ebdbaad363d27a26ad73,close_to_close,0.0144004404487031,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,,,,,Ridge,20260910T114347_850acd9ddb81:price:5,price,5,2026-09-17,1주일,5.0,1853000.0,없음,,,1853000.0,1600462.9683620266,2105537.031637973,0.7494736842105263,simple,0.0761858456126585,0.0788352853456351,0.0,0.0,0.0,1770000.0,1745000.0,-0.05828386400431729,,,,,,,1.0,108000.0,,,scored,True,2026-09-20T05:08:24.234384+00:00,github-actions,7fa00c14b86e,0.0162351262822623,,,,,,,미국지표:미국 생산자물가(PPI),
3,20260910T114347_850acd9ddb81,2026-09-10 11:44:03.486963+00:00,2026-09-11,2026-09-10,1e8b3ffc73f3d2e1b139,ebdbaad363d27a26ad73,close_to_close,0.0144004404487031,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,,,,,Ridge,20260910T114347_850acd9ddb81:price:1,price,1,2026-09-11,1거래일,1.0,1853000.0,있음,0.003556003018764,1859589.2735937696,1859589.2735937696,1748668.4483788342,1970510.0988087056,0.8071278825995807,simple,0.030492599847818,0.0334192060961027,-0.0040253120528239,-0.0019342786753214,1.0,1773000.0,1812000.0,-0.0221262817053427,,,47589.27359376964,47589.27359376964,0.02626339602305168,0.025682284724106698,1.0,47589.27359376964,,,scored,True,2026-09-20T05:08:24.234384+00:00,github-actions,7fa00c14b86e,0.003556003018764,,,,,,,미국지표:미국 생산자물가(PPI),
3,20260910T114347_850acd9ddb81,2026-09-10 11:44:03.486963+00:00,2026-09-11,2026-09-10,1e8b3ffc73f3d2e1b139,ebdbaad363d27a26ad73,close_to_close,0.0144004404487031,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,상승,0.2941384458785142,0.3027012530221553,0.4031603010993305,No flow ensemble,20260910T114347_850acd9ddb81:direction:No flow ensemble,direction,1,2026-09-11,,,,,,,,,,,,,,,,,1773000.0,1812000.0,-0.0221262817053427,0.0,0.0,,,,,,,1.223704718135425,0.7524068105504851,scored,True,2026-09-20T05:08:24.234384+00:00,github-actions,7fa00c14b86e,,,,,,,,미국지표:미국 생산자물가(PPI),
3,20260910T114347_850acd9ddb81,2026-09-10 11:44:03.486963+00:00,2026-09-11,2026-09-10,1e8b3ffc73f3d2e1b139,ebdbaad363d27a26ad73,close_to_close,0.0144004404487031,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,상승,0.2842233636442836,0.3080815119537371,0.4076951244019793,No NSI ensemble,20260910T114347_850acd9ddb81:direction:No NSI ensemble,direction,1,2026-09-11,,,,,,,,,,,,,,,,,1773000.0,1812000.0,-0.0221262817053427,0.0,0.0,,,,,,,1.2579948582382374,0.7734657256215496,scored,True,2026-09-20T05:08:24.234384+00:00,github-actions,7fa00c14b86e,,,,,,,,미국지표:미국 생산자물가(PPI),
3,20260910T114347_850acd9ddb81,2026-09-10 11:44:03.486963+00:00,2026-09-11,2026-09-10,1e8b3ffc73f3d2e1b139,ebdbaad363d27a26ad73,close_to_close,0.0144004404487031,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,상승,0.2392902945461277,0.2960792361722106,0.4646304692816616,Candidate expanding,20260910T114347_850acd9ddb81:direction:Candidate expanding,direction,1,2026-09-11,,,,,,,,,,,,,,,,,1773000.0,1812000.0,-0.0221262817053427,0.0,0.0,,,,,,,1.4300778425746752,0.8822236430489339,scored,True,2026-09-20T05:08:24.234384+00:00,github-actions,7fa00c14b86e,,,,,,,,미국지표:미국 생산자물가(PPI),
3,20260910T114347_850acd9ddb81,2026-09-10 11:44:03.486963+00:00,2026-09-11,2026-09-10,1e8b3ffc73f3d2e1b139,ebdbaad363d27a26ad73,close_to_close,0.0144004404487031,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,상승,0.2810184145372765,0.334598177311193,0.3843834081515304,No macro ensemble,20260910T114347_850acd9ddb81:direction:No macro ensemble,direction,1,2026-09-11,,,,,,,,,,,,,,,,,1773000.0,1812000.0,-0.0221262817053427,0.0,0.0,,,,,,,1.269335079634403,0.7766410649566502,scored,True,2026-09-20T05:08:24.234384+00:00,github-actions,7fa00c14b86e,,,,,,,,미국지표:미국 생산자물가(PPI),
3,20260910T114347_850acd9ddb81,2026-09-10 11:44:03.486963+00:00,2026-09-11,2026-09-10,1e8b3ffc73f3d2e1b139,ebdbaad363d27a26ad73,close_to_close,0.0144004404487031,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,상승,0.290371890200775,0.2964503439966577,0.4131777658025672,Mean ensemble,20260910T114347_850acd9ddb81:direction:Mean ensemble,direction,1,2026-09-11,,,,,,,,,,,,,,,,,1773000.0,1812000.0,-0.0221262817053427,0.0,0.0,,,,,,,1.2365927975458988,0.7621707268265585,scored,True,2026-09-20T05:08:24.234384+00:00,github-actions,7fa00c14b86e,,,,,,,,미국지표:미국 생산자물가(PPI),
3,20260910T114347_850acd9ddb81,2026-09-10 11:44:03.486963+00:00,2026-09-11,2026-09-10,1e8b3ffc73f3d2e1b139,ebdbaad363d27a26ad73,close_to_close,0.0144004404487031,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,상승,0.2149864396984998,0.3484601509644148,0.4365534093370855,LightGBM,20260910T114347_850acd9ddb81:direction:LightGBM,direction,1,2026-09-11,,,,,,,,,,,,,,,,,1773000.0,1812000.0,-0.0221262817053427,0.0,0.0,,,,,,,1.5371803240133126,0.9282496458712128,scored,True,2026-09-20T05:08:24.234384+00:00,github-actions,7fa00c14b86e,,,,,,,,미국지표:미국 생산자물가(PPI),
3,20260910T114347_850acd9ddb81,2026-09-10 11:44:03.486963+00:00,2026-09-11,2026-09-10,1e8b3ffc73f3d2e1b139,ebdbaad363d27a26ad73,close_to_close,0.0144004404487031,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,상승,0.3657573407030502,0.2444405370289007,0.3898021222680491,Logistic,20260910T114347_850acd9ddb81:direction:Logistic,direction,1,2026-09-11,,,,,,,,,,,,,,,,,1773000.0,1812000.0,-0.0221262817053427,0.0,0.0,,,,,,,1.0057851690083934,0.6139606215397192,scored,True,2026-09-20T05:08:24.234384+00:00,github-actions,7fa00c14b86e,,,,,,,,미국지표:미국 생산자물가(PPI),
3,20260910T114347_850acd9ddb81,2026-09-10 11:44:03.486963+00:00,2026-09-11,2026-09-10,1e8b3ffc73f3d2e1b139,ebdbaad363d27a26ad73,close_to_close,0.0144004404487031,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,상승,0.2715435163467364,0.2793710693825981,0.4490854142706654,No macro price ensemble,20260910T114347_850acd9ddb81:direction:No macro price ensemble,direction,1,2026-09-11,,,,,,,,,,,,,,,,,1773000.0,1812000.0,-0.0221262817053427,0.0,0.0,,,,,,,1.3036328712483574,0.8103747522951091,scored,True,2026-09-20T05:08:24.234384+00:00,github-actions,7fa00c14b86e,,,,,,,,미국지표:미국 생산자물가(PPI),
3,20260911T093354_509662e2f5d0,2026-09-11 09:34:15.044184+00:00,2026-09-14,2026-09-11,9923d7beb5e89dddd985,53c9db3770b61e827785,close_to_close,0.0141583556112875,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,,,,,Candidate HAR interval,20260911T093354_509662e2f5d0:price_candidate:har_interval:5,price,5,2026-09-18,1주일,5.0,1812000.0,없음,,,1812000.0,1623444.5674487874,2000555.4325512128,0.6189473684210526,har,0.0761845756208712,0.07881044091305,0.0,0.0,0.0,1810000.0,1857000.0,0.024834437086092676,,,,,,,1.0,-45000.0,,,scored,True,2026-09-20T05:08:24.234384+00:00,github-actions,7fa00c14b86e,0.0014125208569122,,,,,,,미국지표:미국 소비자물가(CPI)|미국지표:미국 생산자물가(PPI),
3,20260911T093354_509662e2f5d0,2026-09-11 09:34:15.044184+00:00,2026-09-14,2026-09-11,9923d7beb5e89dddd985,53c9db3770b61e827785,close_to_close,0.0141583556112875,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,,,,,Candidate IV interval,20260911T093354_509662e2f5d0:price_candidate:iv_interval:1,price,1,2026-09-14,1거래일,1.0,1812000.0,있음,-0.0092005889768502,1795328.532773947,1795328.532773947,1693618.3142814862,1897038.7512664087,0.8197064989517819,iv,0.030437223049232,0.0334118975207253,-0.0040973339786128,-0.0019968401746501,1.0,1707000.0,1697000.0,-0.06346578366445921,,,98328.53277394711,98328.53277394711,0.057942564981701306,0.05426519468760901,1.0,98328.53277394711,,,scored,True,2026-09-20T05:08:24.234384+00:00,github-actions,7fa00c14b86e,-0.0092005889768502,,,,,,,미국지표:미국 소비자물가(CPI)|미국지표:미국 생산자물가(PPI),
3,20260911T093354_509662e2f5d0,2026-09-11 09:34:15.044184+00:00,2026-09-14,2026-09-11,9923d7beb5e89dddd985,53c9db3770b61e827785,close_to_close,0.0141583556112875,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,,,,,Candidate strict gate,20260911T093354_509662e2f5d0:price_candidate:strict_gate:5,price,5,2026-09-18,1주일,5.0,1812000.0,없음,,,1812000.0,1569201.4841205713,2054798.5158794287,0.7494736842105263,simple,0.0761845756208712,0.07881044091305,0.0,0.0,0.0,1810000.0,1857000.0,0.024834437086092676,,,,,,,1.0,-45000.0,,,scored,True,2026-09-20T05:08:24.234384+00:00,github-actions,7fa00c14b86e,0.0014125208569122,,,,,,,미국지표:미국 소비자물가(CPI)|미국지표:미국 생산자물가(PPI),
3,20260911T093354_509662e2f5d0,2026-09-11 09:34:15.044184+00:00,2026-09-14,2026-09-11,9923d7beb5e89dddd985,53c9db3770b61e827785,close_to_close,0.0141583556112875,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,,,,,Ridge,20260911T093354_509662e2f5d0:price:20,price,20,2026-10-15,1개월,20.0,1812000.0,없음,,,1812000.0,1298809.9206083936,2325190.0793916066,0.6652452025586354,simple,0.199550246416501,0.2004062026287251,0.0,0.0,0.0,,,,,,,,,,,,,,pending,True,2026-09-20T05:08:24.234384+00:00,github-actions,7fa00c14b86e,0.0585015223193027,,,,,,,미국지표:미국 소비자물가(CPI)|미국지표:미국 생산자물가(PPI),
3,20260911T093354_509662e2f5d0,2026-09-11 09:34:15.044184+00:00,2026-09-14,2026-09-11,9923d7beb5e89dddd985,53c9db3770b61e827785,close_to_close,0.0141583556112875,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,,,,,Candidate HAR interval,20260911T093354_509662e2f5d0:price_candidate:har_interval:20,price,20,2026-10-15,1개월,20.0,1812000.0,없음,,,1812000.0,1402865.1915663057,2221134.8084336943,0.5565031982942431,har,0.199550246416501,0.2004062026287251,0.0,0.0,0.0,,,,,,,,,,,,,,pending,True,2026-09-20T05:08:24.234384+00:00,github-actions,7fa00c14b86e,0.0585015223193027,,,,,,,미국지표:미국 소비자물가(CPI)|미국지표:미국 생산자물가(PPI),
3,20260911T093354_509662e2f5d0,2026-09-11 09:34:15.044184+00:00,2026-09-14,2026-09-11,9923d7beb5e89dddd985,53c9db3770b61e827785,close_to_close,0.0141583556112875,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,,,,,Candidate IV interval,20260911T093354_509662e2f5d0:price_candidate:iv_interval:20,price,20,2026-10-15,1개월,20.0,1812000.0,없음,,,1812000.0,1307480.7291204925,2316519.2708795075,0.697228144989339,iv,0.199550246416501,0.2004062026287251,0.0,0.0,0.0,,,,,,,,,,,,,,pending,True,2026-09-20T05:08:24.234384+00:00,github-actions,7fa00c14b86e,0.0585015223193027,,,,,,,미국지표:미국 소비자물가(CPI)|미국지표:미국 생산자물가(PPI),
3,20260911T093354_509662e2f5d0,2026-09-11 09:34:15.044184+00:00,2026-09-14,2026-09-11,9923d7beb5e89dddd985,53c9db3770b61e827785,close_to_close,0.0141583556112875,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,,,,,Ridge,20260911T093354_509662e2f5d0:open:1,open,1,2026-09-14,시초가예측,1.0,1812000.0,있음,-0.0167642086744308,,,,,0.8257839721254355,,0.0172139548368466,0.0229669054036244,-0.007240202542672,-0.0042892162550715,1.0,1707000.0,1697000.0,-0.05794701986754969,,,74623.2538819313,74623.2538819313,0.043716024535402055,0.04118281119311889,1.0,74623.2538819313,,,scored,True,2026-09-20T05:08:24.234384+00:00,github-actions,7fa00c14b86e,-0.0167642086744308,1781623.2538819313,1781623.2538819313,1703288.6555157057,1859957.852248157,0.809697951458774,0.6339488726813315,미국지표:미국 소비자물가(CPI)|미국지표:미국 생산자물가(PPI),
3,20260911T093354_509662e2f5d0,2026-09-11 09:34:15.044184+00:00,2026-09-14,2026-09-11,9923d7beb5e89dddd985,53c9db3770b61e827785,close_to_close,0.0141583556112875,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,,,,,Candidate IV interval,20260911T093354_509662e2f5d0:price_candidate:iv_interval:5,price,5,2026-09-18,1주일,5.0,1812000.0,없음,,,1812000.0,1584697.8911707788,2039302.1088292208,0.76,iv,0.0761845756208712,0.07881044091305,0.0,0.0,0.0,1810000.0,1857000.0,0.024834437086092676,,,,,,,1.0,-45000.0,,,scored,True,2026-09-20T05:08:24.234384+00:00,github-actions,7fa00c14b86e,0.0014125208569122,,,,,,,미국지표:미국 소비자물가(CPI)|미국지표:미국 생산자물가(PPI),
3,20260911T093354_509662e2f5d0,2026-09-11 09:34:15.044184+00:00,2026-09-14,2026-09-11,9923d7beb5e89dddd985,53c9db3770b61e827785,close_to_close,0.0141583556112875,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,,,,,Ridge,20260911T093354_509662e2f5d0:price:5,price,5,2026-09-18,1주일,5.0,1812000.0,없음,,,1812000.0,1569201.4841205713,2054798.5158794287,0.7494736842105263,simple,0.0761845756208712,0.07881044091305,0.0,0.0,0.0,1810000.0,1857000.0,0.024834437086092676,,,,,,,1.0,-45000.0,,,scored,True,2026-09-20T05:08:24.234384+00:00,github-actions,7fa00c14b86e,0.0014125208569122,,,,,,,미국지표:미국 소비자물가(CPI)|미국지표:미국 생산자물가(PPI),
3,20260911T093354_509662e2f5d0,2026-09-11 09:34:15.044184+00:00,2026-09-14,2026-09-11,9923d7beb5e89dddd985,53c9db3770b61e827785,close_to_close,0.0141583556112875,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,하락,0.5257836001591397,0.277467820294109,0.1967485795467513,No macro price ensemble,20260911T093354_509662e2f5d0:direction:No macro price ensemble,direction,1,2026-09-14,,,,,,,,,,,,,,,,,1707000.0,1697000.0,-0.06346578366445921,0.0,1.0,,,,,,,0.642865557436876,0.34057958873045496,scored,True,2026-09-20T05:08:24.234384+00:00,github-actions,7fa00c14b86e,,,,,,,,미국지표:미국 소비자물가(CPI)|미국지표:미국 생산자물가(PPI),
3,20260911T093354_509662e2f5d0,2026-09-11 09:34:15.044184+00:00,2026-09-14,2026-09-11,9923d7beb5e89dddd985,53c9db3770b61e827785,close_to_close,0.0141583556112875,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,하락,0.5916510067335793,0.2540817847004007,0.1542672085660201,No flow ensemble,20260911T093354_509662e2f5d0:direction:No flow ensemble,direction,1,2026-09-14,,,,,,,,,,,,,,,,,1707000.0,1697000.0,-0.06346578366445921,0.0,1.0,,,,,,,0.524838333583543,0.2551048252569921,scored,True,2026-09-20T05:08:24.234384+00:00,github-actions,7fa00c14b86e,,,,,,,,미국지표:미국 소비자물가(CPI)|미국지표:미국 생산자물가(PPI),
3,20260911T093354_509662e2f5d0,2026-09-11 09:34:15.044184+00:00,2026-09-14,2026-09-11,9923d7beb5e89dddd985,53c9db3770b61e827785,close_to_close,0.0141583556112875,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,하락,0.5302185192907176,0.2856810811410832,0.1841003995681993,No NSI ensemble,20260911T093354_509662e2f5d0:direction:No NSI ensemble,direction,1,2026-09-14,,,,,,,,,,,,,,,,,1707000.0,1697000.0,-0.06346578366445921,0.0,1.0,,,,,,,0.6344660568599617,0.3362012768605147,scored,True,2026-09-20T05:08:24.234384+00:00,github-actions,7fa00c14b86e,,,,,,,,미국지표:미국 소비자물가(CPI)|미국지표:미국 생산자물가(PPI),
3,20260911T093354_509662e2f5d0,2026-09-11 09:34:15.044184+00:00,2026-09-14,2026-09-11,9923d7beb5e89dddd985,53c9db3770b61e827785,close_to_close,0.0141583556112875,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,하락,0.5335666182333918,0.2951057451618067,0.1713276366048015,Candidate expanding,20260911T093354_509662e2f5d0:direction:Candidate expanding,direction,1,2026-09-14,,,,,,,,,,,,,,,,,1707000.0,1697000.0,-0.06346578366445921,0.0,1.0,,,,,,,0.6281713458702763,0.3340006595183266,scored,True,2026-09-20T05:08:24.234384+00:00,github-actions,7fa00c14b86e,,,,,,,,미국지표:미국 소비자물가(CPI)|미국지표:미국 생산자물가(PPI),
3,20260911T093354_509662e2f5d0,2026-09-11 09:34:15.044184+00:00,2026-09-14,2026-09-11,9923d7beb5e89dddd985,53c9db3770b61e827785,close_to_close,0.0141583556112875,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,하락,0.5420856634552189,0.3056225652367366,0.1522917713080446,No macro ensemble,20260911T093354_509662e2f5d0:direction:No macro ensemble,direction,1,2026-09-14,,,,,,,,,,,,,,,,,1707000.0,1697000.0,-0.06346578366445921,0.0,1.0,,,,,,,0.6123312393757944,0.3262834756032721,scored,True,2026-09-20T05:08:24.234384+00:00,github-actions,7fa00c14b86e,,,,,,,,미국지표:미국 소비자물가(CPI)|미국지표:미국 생산자물가(PPI),
3,20260911T093354_509662e2f5d0,2026-09-11 09:34:15.044184+00:00,2026-09-14,2026-09-11,9923d7beb5e89dddd985,53c9db3770b61e827785,close_to_close,0.0141583556112875,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,하락,0.5489250277705116,0.2714613219917142,0.1796136502377743,Mean ensemble,20260911T093354_509662e2f5d0:direction:Mean ensemble,direction,1,2026-09-14,,,,,,,,,,,,,,,,,1707000.0,1697000.0,-0.06346578366445921,0.0,1.0,,,,,,,0.5997934082360168,0.3094209432610604,scored,True,2026-09-20T05:08:24.234384+00:00,github-actions,7fa00c14b86e,,,,,,,,미국지표:미국 소비자물가(CPI)|미국지표:미국 생산자물가(PPI),
3,20260911T093354_509662e2f5d0,2026-09-11 09:34:15.044184+00:00,2026-09-14,2026-09-11,9923d7beb5e89dddd985,53c9db3770b61e827785,close_to_close,0.0141583556112875,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,하락,0.4761947423924358,0.3325187004565074,0.1912865571510567,LightGBM,20260911T093354_509662e2f5d0:direction:LightGBM,direction,1,2026-09-14,,,,,,,,,,,,,,,,,1707000.0,1697000.0,-0.06346578366445921,0.0,1.0,,,,,,,0.7419283857453938,0.4215311809973156,scored,True,2026-09-20T05:08:24.234384+00:00,github-actions,7fa00c14b86e,,,,,,,,미국지표:미국 소비자물가(CPI)|미국지표:미국 생산자물가(PPI),
