target,cell,horizon,candidate,fold,evaluation_stage,n,interval_coverage,coverage_ci_lo,coverage_ci_hi,mean_halfwidth,interval_score,mean_q,start,end,score_delta,score_delta_ci_lo,score_delta_ci_hi,verdict
sk_hynix,open,1,aci_g0.02_w250,sequential_all,sequential_all,1145,0.8034934497816594,0.7767914703742599,0.8287763570950154,0.023994561264926308,0.0722106508856762,1.0610788659923847,2021-11-11,2026-09-09,2.5778200907896943e-05,-0.00096465663930975,0.0008750383269776064,동률
sk_hynix,open,1,aci_g0.02_w500,sequential_all,sequential_all,1145,0.8026200873362446,0.7761320791512819,0.8270598482686453,0.02395123388902171,0.07206570969434775,1.0620122658294138,2021-11-11,2026-09-09,-0.00011916299042055782,-0.0009744709842942851,0.0006118103934452352,동률
sk_hynix,open,1,current,2021H2,halfyear,36,0.8055555555555556,,,0.014173666002045136,0.05121489559028154,,,,,,,
sk_hynix,open,1,current,2022H1,halfyear,103,0.7572815533980582,,,0.018784002329836073,0.05673960332296111,,,,,,,
sk_hynix,open,1,current,2022H2,halfyear,125,0.848,,,0.017395591984954186,0.0533680933210472,,,,,,,
sk_hynix,open,1,current,2023H1,halfyear,123,0.7886178861788617,,,0.016049331216084265,0.05576139061296139,,,,,,,
sk_hynix,open,1,current,2023H2,halfyear,121,0.8016528925619835,,,0.015240524759984591,0.04592904617330042,,,,,,,
sk_hynix,open,1,current,2024H1,halfyear,121,0.7272727272727273,,,0.018844912373029737,0.06062169115673542,,,,,,,
sk_hynix,open,1,current,2024H2,halfyear,123,0.8617886178861789,,,0.025751476455974028,0.07202851849308403,,,,,,,
sk_hynix,open,1,current,2025H1,halfyear,117,0.8290598290598291,,,0.02650294363987722,0.07478876203968561,,,,,,,
sk_hynix,open,1,current,2025H2,halfyear,107,0.7757009345794392,,,0.025686181326285473,0.07675055125144208,,,,,,,
sk_hynix,open,1,current,2026H1,halfyear,120,0.8416666666666667,,,0.04266082264932531,0.1185424099346283,,,,,,,
sk_hynix,open,1,current,2026H2,halfyear,49,0.8979591836734694,,,0.06419751748104445,0.1733524653823029,,,,,,,
sk_hynix,open,1,trailing_q_w250,2021H2,halfyear,36,0.8055555555555556,,,0.014154463056064409,0.051245673015695686,,,,,,,
sk_hynix,open,1,trailing_q_w250,2022H1,halfyear,103,0.7669902912621359,,,0.018806787624050022,0.056602971836909426,,,,,,,
sk_hynix,open,1,trailing_q_w250,2022H2,halfyear,125,0.856,,,0.017826890310152763,0.05359105358452429,,,,,,,
sk_hynix,open,1,trailing_q_w250,2023H1,halfyear,123,0.7967479674796748,,,0.015570086351384493,0.0557527521882573,,,,,,,
sk_hynix,open,1,trailing_q_w250,2023H2,halfyear,121,0.7933884297520661,,,0.015089686675443633,0.04636546420796841,,,,,,,
sk_hynix,open,1,trailing_q_w250,2024H1,halfyear,121,0.743801652892562,,,0.01945794763351604,0.06056116669632791,,,,,,,
sk_hynix,open,1,trailing_q_w250,2024H2,halfyear,123,0.8699186991869918,,,0.026194745759688377,0.07238960926198003,,,,,,,
sk_hynix,open,1,trailing_q_w250,2025H1,halfyear,117,0.8034188034188035,,,0.0243876880622667,0.07391570239743007,,,,,,,
sk_hynix,open,1,trailing_q_w250,2025H2,halfyear,107,0.7663551401869159,,,0.02322949138112008,0.07697776308351362,,,,,,,
sk_hynix,open,1,trailing_q_w250,2026H1,halfyear,120,0.8333333333333334,,,0.04202597908129171,0.1192847240597311,,,,,,,
sk_hynix,open,1,trailing_q_w250,2026H2,halfyear,49,0.8979591836734694,,,0.06072617636548682,0.16821746512884864,,,,,,,
sk_hynix,open,1,conformal_w250,2021H2,halfyear,36,0.8055555555555556,,,0.014227835162801196,0.05127134569576866,,,,,,,
sk_hynix,open,1,conformal_w250,2022H1,halfyear,103,0.7766990291262136,,,0.018931439146009574,0.05660678826315554,,,,,,,
sk_hynix,open,1,conformal_w250,2022H2,halfyear,125,0.856,,,0.01799774080773681,0.05376497788904925,,,,,,,
sk_hynix,open,1,conformal_w250,2023H1,halfyear,123,0.7967479674796748,,,0.01573534068804056,0.05573324537440874,,,,,,,
sk_hynix,open,1,conformal_w250,2023H2,halfyear,121,0.7933884297520661,,,0.015296626178641828,0.04639637339845935,,,,,,,
sk_hynix,open,1,conformal_w250,2024H1,halfyear,121,0.743801652892562,,,0.019582910391132833,0.06051799977504617,,,,,,,
sk_hynix,open,1,conformal_w250,2024H2,halfyear,123,0.8699186991869918,,,0.02636012701654321,0.0725398167308093,,,,,,,
sk_hynix,open,1,conformal_w250,2025H1,halfyear,117,0.811965811965812,,,0.02456700056221691,0.07404638854427344,,,,,,,
sk_hynix,open,1,conformal_w250,2025H2,halfyear,107,0.7663551401869159,,,0.02333652965198217,0.07697458188884819,,,,,,,
sk_hynix,open,1,conformal_w250,2026H1,halfyear,120,0.8416666666666667,,,0.04264090872506214,0.11914572024356511,,,,,,,
sk_hynix,open,1,conformal_w250,2026H2,halfyear,49,0.8979591836734694,,,0.06151228948203791,0.16876060838054213,,,,,,,
sk_hynix,open,1,trailing_q_w500,2021H2,halfyear,36,0.8055555555555556,,,0.01410366106382829,0.05126712365587736,,,,,,,
sk_hynix,open,1,trailing_q_w500,2022H1,halfyear,103,0.7572815533980582,,,0.01875045379274248,0.056771206810391765,,,,,,,
sk_hynix,open,1,trailing_q_w500,2022H2,halfyear,125,0.848,,,0.017518321542170912,0.05348726890998335,,,,,,,
