target,horizon,candidate,fold,evaluation_stage,n,mae,rmse,mae_calibrated,mae_issued,issuance_rate,mean_abs_raw,mean_train_rows,mean_slope,seconds_per_fold,zero_mae,train_rows,slope,issued,setting
samsung,5,a10000_expanding,dev_06,dev_fold,121,0.02218082935056946,,,,,,,,,0.022377420750356043,1523,0.19723075986889424,True,a10000_expanding
samsung,5,a10000_expanding,dev_07,dev_fold,121,0.02599745605855228,,,,,,,,,0.026629143562935085,1644,0.3393904520070894,True,a10000_expanding
samsung,5,a10000_expanding,dev_08,dev_fold,123,0.04312320473453577,,,,,,,,,0.04194117180688839,1765,0.4316866035370914,True,a10000_expanding
samsung,5,a10000_expanding,dev_09,dev_fold,117,0.035501572071804606,,,,,,,,,0.03560835457832171,1888,0.29329882286076353,True,a10000_expanding
samsung,5,inner_selected,dev_all,dev_common,1086,0.026878344314749742,0.034978295665165915,0.026665190315713946,0.026668865991927564,0.6666666666666666,0.004132447774503766,,,,,,,,
samsung,5,inner_selected,dev_01,dev_fold,123,0.021321296548760436,,,,,,,,,0.020425511239914422,919,0.5411045968237199,True,a10000_expanding
samsung,5,inner_selected,dev_02,dev_fold,125,0.02316768355363102,,,,,,,,,0.02317588207769075,1042,0.36505619973079717,False,a10000_expanding
samsung,5,inner_selected,dev_03,dev_fold,108,0.024740008361445364,,,,,,,,,0.023558580820918305,1167,0.8138572915711084,True,a10000_expanding
samsung,5,inner_selected,dev_04,dev_fold,125,0.023231661966246174,,,,,,,,,0.02345902434870286,1275,0.0,False,a10000_expanding
samsung,5,inner_selected,dev_05,dev_fold,123,0.02237878201029323,,,,,,,,,0.021565951031904906,1210,0.0,False,a10000_5y
samsung,5,inner_selected,dev_06,dev_fold,121,0.02224285635171602,,,,,,,,,0.022377420750356043,1215,0.22629992400670515,True,a10000_5y
samsung,5,inner_selected,dev_07,dev_fold,121,0.02624201783711239,,,,,,,,,0.026629143562935085,1213,0.41178535106156494,True,a10000_5y
samsung,5,inner_selected,dev_08,dev_fold,123,0.04327300374621539,,,,,,,,,0.04194117180688839,1213,0.49270857879555247,True,a10000_5y
samsung,5,inner_selected,dev_09,dev_fold,117,0.035501572071804606,,,,,,,,,0.03560835457832171,1888,0.29329882286076353,True,a10000_expanding
