target,comparison,mae_diff,ci_low,ci_high,n,bootstrap_b,block
sk_hynix,ohlcv_ridge_vs_persistence,0.00049468945031,-0.0003900301819694,0.001384443556782,702,2000,month
sk_hynix,tcn_mean_vs_persistence,0.0009006735596370705,-0.0001314918778229637,0.002019985374285583,702,2000,month
sk_hynix,tcn_mean_vs_ohlcv_ridge,0.00040598410932697615,-0.00024743004277322526,0.0011193610019274742,702,2000,month
