target,comparison,mae_diff,ci_low,ci_high,n,bootstrap_b,block
sk_hynix,tcn_mean_vs_persistence,-0.0032292697276435633,-0.005919445217534805,-0.0006355131724804118,158,2000,month
sk_hynix,tcn_mean_vs_operational_ridge,-0.0024379154212444826,-0.005983992291192366,0.0003236864222461757,158,2000,month
sk_hynix,tcn_mean_vs_ohlcv_ridge,-0.0029010361208954005,-0.005337108022879859,-0.0009549000170564039,158,2000,month
