target,horizon,comparison,metric,delta,common_n,calibrated,ci_lo,ci_hi,block
samsung,5,pooled - single,mae_return_raw,0.0003384841959525205,1086,False,6.183739284589393e-05,0.0006558415813575733,month
samsung,5,pooled - single,mae_return_raw,0.0003384841959525205,1086,False,3.789512167443849e-05,0.0006297637941371036,contiguous_20
samsung,5,pooled - single,mae_return_calibrated,-3.3681084365234354e-05,1086,True,-0.00030982823527090123,0.0002752880969527942,month
samsung,5,pooled - single,mae_return_calibrated,-3.3681084365234354e-05,1086,True,-0.0003231611083351837,0.00022177970004187377,contiguous_20
samsung,5,pooled - current,mae_return_raw,0.00039870520993305397,1086,False,-0.00023219042744226814,0.0009952607474172476,month
samsung,5,pooled - current,mae_return_raw,0.00039870520993305397,1086,False,-0.00023760062973395414,0.0009582895820282076,contiguous_20
samsung,5,pooled - current,mae_return_calibrated,0.00023986316277835296,1086,True,-0.0001041773534543623,0.0005968664823408397,month
samsung,5,pooled - current,mae_return_calibrated,0.00023986316277835296,1086,True,-8.810014371736224e-05,0.0005276361941409966,contiguous_20
samsung,5,single - current,mae_return_raw,6.0221013980533465e-05,1086,False,-0.0005405013452490994,0.0005673633428078065,month
samsung,5,single - current,mae_return_raw,6.0221013980533465e-05,1086,False,-0.0005775425642654367,0.0006118873764781908,contiguous_20
samsung,5,single - current,mae_return_calibrated,0.00027354424714358736,1086,True,-2.4041392467802176e-05,0.0005573940977880046,month
samsung,5,single - current,mae_return_calibrated,0.00027354424714358736,1086,True,-2.525752583258069e-05,0.0005723965538119175,contiguous_20
samsung,5,current - hold_current,mae_return_calibrated,0.00012056781658040888,1086,True,-0.00016919496933112346,0.0004415325436191767,month
samsung,5,current - hold_current,mae_return_calibrated,0.00012056781658040888,1086,True,-0.000161001922014017,0.0004272546039620534,contiguous_20
samsung,5,single - hold_current,mae_return_calibrated,0.0003941120637239962,1086,True,6.979062754361243e-05,0.0007305194766054146,month
samsung,5,single - hold_current,mae_return_calibrated,0.0003941120637239962,1086,True,6.446392764767532e-05,0.0007618146205538959,contiguous_20
samsung,5,pooled - hold_current,mae_return_calibrated,0.00036043097935876186,1086,True,0.00010354192827343638,0.0007148529930986706,month
samsung,5,pooled - hold_current,mae_return_calibrated,0.00036043097935876186,1086,True,7.610300551770553e-05,0.0006932545506491849,contiguous_20
samsung,20,pooled - single,mae_return_raw,0.00025787459568750107,1086,False,-0.0011539290968606538,0.001787298538806651,month
samsung,20,pooled - single,mae_return_raw,0.00025787459568750107,1086,False,-0.0014326564666301998,0.0016276844287424202,contiguous_40
samsung,20,pooled - single,mae_return_calibrated,-0.0006507097159751043,1086,True,-0.0020433121673608416,0.0008366111941099355,month
samsung,20,pooled - single,mae_return_calibrated,-0.0006507097159751043,1086,True,-0.002474149266638876,0.00044882649022551365,contiguous_40
samsung,20,pooled - current,mae_return_raw,-0.0002683944951879305,1086,False,-0.003252053480890974,0.0024955484643694515,month
samsung,20,pooled - current,mae_return_raw,-0.0002683944951879305,1086,False,-0.003972092386286824,0.00237202214015888,contiguous_40
samsung,20,pooled - current,mae_return_calibrated,0.0027709006577382417,1086,True,0.0012768177609265075,0.004521271441664737,month
samsung,20,pooled - current,mae_return_calibrated,0.0027709006577382417,1086,True,0.0009511911220809099,0.003953439115670831,contiguous_40
samsung,20,single - current,mae_return_raw,-0.0005262690908754312,1086,False,-0.0034366907232705295,0.001725963525316794,month
samsung,20,single - current,mae_return_raw,-0.0005262690908754312,1086,False,-0.0039019132507709083,0.002035214691827072,contiguous_40
samsung,20,single - current,mae_return_calibrated,0.0034216103737133466,1086,True,0.00184225330799638,0.005154905999552073,month
samsung,20,single - current,mae_return_calibrated,0.0034216103737133466,1086,True,0.0014195276754185992,0.005332446255675694,contiguous_40
samsung,20,current - hold_current,mae_return_calibrated,0.0006088342575011331,1086,True,-0.00019006421684642074,0.0014761539231478624,month
samsung,20,current - hold_current,mae_return_calibrated,0.0006088342575011331,1086,True,-0.0002258554869353442,0.0015594850183359577,contiguous_40
samsung,20,single - hold_current,mae_return_calibrated,0.004030444631214479,1086,True,0.001968424452276154,0.006316252237744988,month
samsung,20,single - hold_current,mae_return_calibrated,0.004030444631214479,1086,True,0.0015001015653754164,0.006560515366602334,contiguous_40
samsung,20,pooled - hold_current,mae_return_calibrated,0.0033797349152393753,1086,True,0.0015355987625179485,0.005578861885790297,month
samsung,20,pooled - hold_current,mae_return_calibrated,0.0033797349152393753,1086,True,0.0011274348148147396,0.004945779851106774,contiguous_40
