record_id,run_id,created_at_kst,target,quarter,months_used,months_included,point,low,high,raw_point,beats_baselines,mae_model,mae_random_walk,mae_seasonal_naive,n_eval,last_actual,status,actual,actual_source,error,ape,scored_at_kst
samsung:2026Q3:k1,20260908T195119,2026-09-08 19:51,samsung,2026Q3,1,7월,122192222894012.98,118865844460373.38,128774159921350.72,,True,4306887197339.7793,5601376863636.363,11689915409090.908,22,89492412000000.0,pending,,,,,
