target,horizon,candidate,fold,evaluation_stage,n,interval_score,interval_coverage,mean_width,mean_width_over_sigma,coverage_low,width_low,coverage_mid,width_mid,coverage_high,width_high,q,resid_source,n_resid,mae_issued_center,mae_hold,issuance_rate,n_issued,n_held,mae_on_issued_days,hold_mae_on_issued_days
sk_hynix,20,simple_inner_q,dev_05,dev_fold,123,0.5285102168080572,0.7560975609756098,0.23936611623730916,,,,,,,,1.228526572030145,,,,,,,,,
sk_hynix,20,simple_inner_q,dev_06,dev_fold,121,0.22566036571680456,0.9338842975206612,0.21986911565135914,,,,,,,,1.126355499695808,,,,,,,,,
sk_hynix,20,simple_inner_q,dev_07,dev_fold,121,0.49055806141945074,0.5454545454545454,0.23724231532582893,,,,,,,,1.0525143898037304,,,,,,,,,
sk_hynix,20,simple_inner_q,dev_08,dev_fold,123,0.5646091222869601,0.7479674796747967,0.3906560682625146,,,,,,,,1.2626284682086346,,,,,,,,,
sk_hynix,20,simple_inner_q,dev_09,dev_fold,117,0.6475191851520127,0.6581196581196581,0.32011238027508154,,,,,,,,1.153050294341255,,,,,,,,,
sk_hynix,20,har_inner_q,dev_all,dev_common,1081,0.3919999711054804,0.7548566142460684,0.24257160615522794,2.298322662146271,0.7451523545706371,0.22229918376688557,0.75,0.24299449546380525,0.7694444444444445,0.2624774515194051,,,,,,,,,,
sk_hynix,20,har_inner_q,dev_01,dev_fold,123,0.2814281524249578,0.9186991869918699,0.26216380809049905,,,,,,,,1.3358772874885516,,,,,,,,,
sk_hynix,20,har_inner_q,dev_02,dev_fold,125,0.30296347622017133,0.76,0.23182840471190566,,,,,,,,1.2167490471989646,,,,,,,,,
sk_hynix,20,har_inner_q,dev_03,dev_fold,103,0.3009189527320082,0.8446601941747572,0.25210073999494537,,,,,,,,1.3006056879267347,,,,,,,,,
sk_hynix,20,har_inner_q,dev_04,dev_fold,125,0.2587747548649969,0.848,0.2130616311559038,,,,,,,,1.115429459214955,,,,,,,,,
sk_hynix,20,har_inner_q,dev_05,dev_fold,123,0.4907735905810465,0.7398373983739838,0.222409158814309,,,,,,,,1.1583034283106468,,,,,,,,,
