target,comparison,metric,delta,ci_low,ci_high,common_n,verdict
samsung,온도 보정 후 − 전,balanced_accuracy,0.0011701773439214413,-0.004932614229578825,0.007880847352841412,1362,동률(CI가 0 포함)
samsung,온도 보정 후 − 전,log_loss,9.64468969348875e-05,-0.001956499721960331,0.002087438166056588,1362,동률(CI가 0 포함)
samsung,온도 보정 후 − 전,accuracy,0.001468428781204123,-0.004434753922937943,0.00810074551375624,1362,동률(CI가 0 포함)
sk_hynix,온도 보정 후 − 전,balanced_accuracy,-0.003678339153773469,-0.009487228654759643,0.0015385208387028043,1357,동률(CI가 0 포함)
sk_hynix,온도 보정 후 − 전,log_loss,0.0015218985010052588,-0.0005848010664334823,0.0038201953839203905,1357,동률(CI가 0 포함)
sk_hynix,온도 보정 후 − 전,accuracy,-0.00368459837877666,-0.009560237556561109,0.0014870165073464807,1357,동률(CI가 0 포함)
