target,horizon,comparison,metric,delta,common_n,calibrated,ci_lo,ci_hi,block
samsung,5,current_full - hold_current,mae_return_calibrated,0.00012148411861467252,1086,True,-6.111935466383481e-05,0.0003252236530240964,month
samsung,5,current_full - hold_current,mae_return_calibrated,0.00012148411861467252,1086,True,-7.15147423555972e-05,0.00033360481488243604,contiguous_20
samsung,5,full_plus_D - current_full,mae_return_raw,8.320809843621471e-06,1086,False,-9.903344093163059e-05,0.00011710923404078916,month
samsung,5,full_plus_D - current_full,mae_return_raw,8.320809843621471e-06,1086,False,-0.0001166650024255067,0.00013330265798568896,contiguous_20
samsung,5,full_plus_D - current_full,mae_return_calibrated,-4.383092405738625e-05,1086,True,-0.00010444293835596009,1.283726406928752e-05,month
samsung,5,full_plus_D - current_full,mae_return_calibrated,-4.383092405738625e-05,1086,True,-0.00011247609158259009,2.0485978826369687e-05,contiguous_20
samsung,5,full_plus_D - hold_current,mae_return_calibrated,7.76531945572863e-05,1086,True,-0.0001046344082933687,0.0002767714347904518,month
samsung,5,full_plus_D - hold_current,mae_return_calibrated,7.76531945572863e-05,1086,True,-0.00011711521233982653,0.00030544078503105435,contiguous_20
samsung,5,decomposed - current_full,mae_return_raw,-9.318866466796238e-05,1086,False,-0.0001681093702212615,-1.4795045927903795e-05,month
samsung,5,decomposed - current_full,mae_return_raw,-9.318866466796238e-05,1086,False,-0.00017575690801187492,-1.5642922722150678e-05,contiguous_20
samsung,5,decomposed - current_full,mae_return_calibrated,-5.202440343584033e-05,1086,True,-9.239347606296538e-05,-1.805784064485607e-05,month
samsung,5,decomposed - current_full,mae_return_calibrated,-5.202440343584033e-05,1086,True,-9.842425471013358e-05,-6.412224106267826e-06,contiguous_20
samsung,5,decomposed - hold_current,mae_return_calibrated,6.945971517883221e-05,1086,True,-9.818747188844916e-05,0.0002518616599478235,month
samsung,5,decomposed - hold_current,mae_return_calibrated,6.945971517883221e-05,1086,True,-0.00011882153886028637,0.0002663730415999234,contiguous_20
samsung,5,overnight_leg - hold_zero,mae_logret_raw,-0.00026437444819830166,1086,False,-0.0009201950285416073,0.0004460774865278624,month
samsung,5,overnight_leg - hold_zero,mae_logret_raw,-0.00026437444819830166,1086,False,-0.0008935545489714416,0.0005336250348329098,contiguous_20
samsung,5,overnight_leg - hold_zero,mae_logret_calibrated,-0.00022462313237649678,1086,True,-0.0006744851127790275,0.0002855152717861691,month
samsung,5,overnight_leg - hold_zero,mae_logret_calibrated,-0.00022462313237649678,1086,True,-0.0006616387975096372,0.0003255112085706025,contiguous_20
samsung,5,intraday_leg - hold_zero,mae_logret_raw,-0.00026948311240367664,1086,False,-0.000644148470054383,6.234310857518589e-05,month
samsung,5,intraday_leg - hold_zero,mae_logret_raw,-0.00026948311240367664,1086,False,-0.0006538366753908333,8.008859994027412e-05,contiguous_20
