target,comparison,mae_diff,ci_low,ci_high,n,bootstrap_b,block
samsung,tcn_mean_vs_persistence,0.0016086035540698942,-0.0026219307441544197,0.006154321159481265,158,2000,month
samsung,tcn_mean_vs_operational_ridge,-0.004670088553579366,-0.00956243011574895,-0.00047443567785658997,158,2000,month
samsung,tcn_mean_vs_ohlcv_ridge,0.00263365456554001,-0.0011750032091208435,0.006617293255787625,158,2000,month
