target,model,fold,seed,mae,rmse,direction_hit,direction_n,n
samsung,persistence,lock,,0.05911312113734123,0.07995825259304726,,0,158
samsung,ohlcv_ridge,lock,,0.05808807012587112,0.07900740988994236,0.6329113924050633,158,158
samsung,operational_ridge,lock,,0.0653918132449905,0.08883490545551496,0.43037974683544306,158,158
samsung,tcn_seed42,lock,42.0,0.06422040057148472,0.08928543888162015,0.4936708860759494,158,158
samsung,tcn_seed43,lock,43.0,0.06380239818604058,0.08598144985284153,0.46835443037974683,158,158
samsung,tcn_seed44,lock,44.0,0.05765291123046632,0.07975307607836381,0.5632911392405063,158,158
samsung,tcn_mean,lock,,0.06072172469141113,0.08345548993588342,0.4936708860759494,158,158
