target,horizon,candidate,fold,evaluation_stage,n,mae,mae_calibrated,n_features,mean_slope,zero_mae,corr_raw,metric_note
sk_hynix,20,current_full,dev_04,dev_fold,125,0.06595927170851501,,,,0.06375576615002164,,
sk_hynix,20,current_full,dev_05,dev_fold,123,0.10462848598637431,,,,0.08911158888265804,,
sk_hynix,20,current_full,dev_06,dev_fold,121,0.03790529900129343,,,,0.04385537744870051,,
sk_hynix,20,current_full,dev_07,dev_fold,121,0.10150508680890909,,,,0.1114745876447106,,
sk_hynix,20,current_full,dev_08,dev_fold,123,0.13184074494579653,,,,0.12732353907204216,,
sk_hynix,20,current_full,dev_09,dev_fold,117,0.11761918201757675,,,,0.1262139709282469,,
sk_hynix,20,full_plus_D,dev_all,dev_common,1081,0.08799315953834441,0.08535223664199092,93,0.2892024284073282,,,
sk_hynix,20,full_plus_D,dev_01,dev_fold,123,0.06787005476085933,,,,0.05207687834273718,,
sk_hynix,20,full_plus_D,dev_02,dev_fold,125,0.08701750928055299,,,,0.08424866237092567,,
sk_hynix,20,full_plus_D,dev_03,dev_fold,103,0.07584041431671117,,,,0.06726388167579234,,
sk_hynix,20,full_plus_D,dev_04,dev_fold,125,0.06606073803114827,,,,0.06375576615002164,,
sk_hynix,20,full_plus_D,dev_05,dev_fold,123,0.10515871868391197,,,,0.08911158888265804,,
sk_hynix,20,full_plus_D,dev_06,dev_fold,121,0.03798010641355988,,,,0.04385537744870051,,
sk_hynix,20,full_plus_D,dev_07,dev_fold,121,0.10071415527858961,,,,0.1114745876447106,,
sk_hynix,20,full_plus_D,dev_08,dev_fold,123,0.13375418322942179,,,,0.12732353907204216,,
sk_hynix,20,full_plus_D,dev_09,dev_fold,117,0.11673463706573146,,,,0.1262139709282469,,
sk_hynix,20,decomposed,dev_all,dev_common,1081,0.08681268151561793,0.08525078590863923,75,0.34583214261266765,,,
sk_hynix,20,decomposed,dev_01,dev_fold,123,0.06272037135346453,,,,0.05207687834273718,,
sk_hynix,20,decomposed,dev_02,dev_fold,125,0.08709244612870096,,,,0.08424866237092567,,
sk_hynix,20,decomposed,dev_03,dev_fold,103,0.07398172901368112,,,,0.06726388167579234,,
sk_hynix,20,decomposed,dev_04,dev_fold,125,0.06424656144024703,,,,0.06375576615002164,,
sk_hynix,20,decomposed,dev_05,dev_fold,123,0.10100364265230449,,,,0.08911158888265804,,
sk_hynix,20,decomposed,dev_06,dev_fold,121,0.03817283034638624,,,,0.04385537744870051,,
sk_hynix,20,decomposed,dev_07,dev_fold,121,0.10432399283608575,,,,0.1114745876447106,,
sk_hynix,20,decomposed,dev_08,dev_fold,123,0.13034340547990705,,,,0.12732353907204216,,
sk_hynix,20,decomposed,dev_09,dev_fold,117,0.11875732035929963,,,,0.1262139709282469,,
sk_hynix,20,overnight_leg,dev_all,dev_common_leg,1081,0.06989970483737944,0.07092180884869305,75,0.55775998463318,0.07156259543636283,0.0736471706763984,로그 수익률 단위(성분 진단)
sk_hynix,20,intraday_leg,dev_all,dev_common_leg,1081,0.05648500922446177,0.056146829335966285,75,0.47805178018453254,0.05636014346331957,-0.06711130474547901,로그 수익률 단위(성분 진단)
