target,horizon,comparison,metric,delta,common_n,calibrated,ci_lo,ci_hi,block
sk_hynix,5,current_full - hold_current,mae_return_calibrated,-0.0003031398438853008,1081,True,-0.0008599399458178913,0.000247628511659993,month
sk_hynix,5,current_full - hold_current,mae_return_calibrated,-0.0003031398438853008,1081,True,-0.0008329596556426229,0.00022853343650156374,contiguous_20
sk_hynix,5,full_plus_D - current_full,mae_return_raw,-0.00012714104900257716,1081,False,-0.000368326783383624,0.00012596435057079283,month
sk_hynix,5,full_plus_D - current_full,mae_return_raw,-0.00012714104900257716,1081,False,-0.00036282618595046077,9.716763935878068e-05,contiguous_20
sk_hynix,5,full_plus_D - current_full,mae_return_calibrated,-6.493777413964986e-05,1081,True,-0.00030594076797657777,0.00017134256588814732,month
sk_hynix,5,full_plus_D - current_full,mae_return_calibrated,-6.493777413964986e-05,1081,True,-0.00029724730695066415,0.00015267950252828666,contiguous_20
sk_hynix,5,full_plus_D - hold_current,mae_return_calibrated,-0.00036807761802495084,1081,True,-0.0010102819018206813,0.00024086903626378942,month
sk_hynix,5,full_plus_D - hold_current,mae_return_calibrated,-0.00036807761802495084,1081,True,-0.0009639003088156511,0.00023371497685945289,contiguous_20
sk_hynix,5,decomposed - current_full,mae_return_raw,-4.576853308822303e-05,1081,False,-0.0002025096002488584,0.00010892918392734258,month
sk_hynix,5,decomposed - current_full,mae_return_raw,-4.576853308822303e-05,1081,False,-0.00021723623493831738,0.00011987388368147367,contiguous_20
sk_hynix,5,decomposed - current_full,mae_return_calibrated,2.7420894826791086e-05,1081,True,-7.983351337610631e-05,0.0001341845916252972,month
sk_hynix,5,decomposed - current_full,mae_return_calibrated,2.7420894826791086e-05,1081,True,-8.499263940387284e-05,0.0001359936250421442,contiguous_20
sk_hynix,5,decomposed - hold_current,mae_return_calibrated,-0.00027571894905850983,1081,True,-0.0007442973913682688,0.00017292834535180272,month
sk_hynix,5,decomposed - hold_current,mae_return_calibrated,-0.00027571894905850983,1081,True,-0.0007087523072353488,0.00016515931377042374,contiguous_20
sk_hynix,5,overnight_leg - hold_zero,mae_logret_raw,-0.0007346573806195452,1081,False,-0.0017654349476097357,0.00028782508675436966,month
sk_hynix,5,overnight_leg - hold_zero,mae_logret_raw,-0.0007346573806195452,1081,False,-0.001821287250827124,0.0004648944310469713,contiguous_20
sk_hynix,5,overnight_leg - hold_zero,mae_logret_calibrated,-0.0008085336127143872,1081,True,-0.0016330759853221018,1.5844573174045267e-05,month
sk_hynix,5,overnight_leg - hold_zero,mae_logret_calibrated,-0.0008085336127143872,1081,True,-0.0015750321225548088,8.544482443083587e-05,contiguous_20
sk_hynix,5,intraday_leg - hold_zero,mae_logret_raw,-0.00030824858926343975,1081,False,-0.0007935662421744955,0.00021537225920544172,month
sk_hynix,5,intraday_leg - hold_zero,mae_logret_raw,-0.00030824858926343975,1081,False,-0.0007943621675670525,0.0002203861196979604,contiguous_20
sk_hynix,5,intraday_leg - hold_zero,mae_logret_calibrated,-0.0002976275175683663,1081,True,-0.0007144027502882668,0.00012096689546177914,month
sk_hynix,5,intraday_leg - hold_zero,mae_logret_calibrated,-0.0002976275175683663,1081,True,-0.0007116317464012889,0.00012338181447058013,contiguous_20
sk_hynix,20,current_full - hold_current,mae_return_calibrated,0.0004577381056221479,1081,True,-0.001917081123665999,0.003004176192396752,month
sk_hynix,20,current_full - hold_current,mae_return_calibrated,0.0004577381056221479,1081,True,-0.0021067869604257617,0.003247973290834531,contiguous_40
sk_hynix,20,full_plus_D - current_full,mae_return_raw,0.00014881869637349822,1081,False,-0.000763335886808591,0.0010198611920268447,month
sk_hynix,20,full_plus_D - current_full,mae_return_raw,0.00014881869637349822,1081,False,-0.0005641398052738225,0.0010378096177128238,contiguous_40
sk_hynix,20,full_plus_D - current_full,mae_return_calibrated,-0.00022823090601556772,1081,True,-0.000981106210701126,0.00045894853104726707,month
sk_hynix,20,full_plus_D - current_full,mae_return_calibrated,-0.00022823090601556772,1081,True,-0.0009025751574111526,0.00044180123352503717,contiguous_40
sk_hynix,20,full_plus_D - hold_current,mae_return_calibrated,0.00022950719960658,1081,True,-0.0018159264788688632,0.0023823217744266675,month
