target,horizon,comparison,metric,delta,common_n,calibrated,ci_lo,ci_hi,block
samsung,5,current_full - hold_current,mae_return_calibrated,0.00012396970843143602,1086,True,-5.9915531817026145e-05,0.00032857954583126827,month
samsung,5,current_full - hold_current,mae_return_calibrated,0.00012396970843143602,1086,True,-7.043078348133783e-05,0.0003404426501031503,contiguous_20
samsung,5,current_full - hold_current,mae_return_raw,0.0003636332161206248,1086,False,-0.0002135865016604422,0.0010438544467293717,month
samsung,5,current_full - hold_current,mae_return_raw,0.0003636332161206248,1086,False,-0.0002352941649675404,0.001106649148646238,contiguous_20
samsung,5,market_only - current_full,mae_return_raw,-0.0001323025831839022,1086,False,-0.0006577830964587484,0.00022033288707151854,month
samsung,5,market_only - current_full,mae_return_raw,-0.0001323025831839022,1086,False,-0.0007148691444166604,0.00024220604812758185,contiguous_20
samsung,5,market_only - current_full,mae_return_calibrated,0.0001696243738639379,1086,True,-2.3918003732547258e-05,0.000379441753220032,month
samsung,5,market_only - current_full,mae_return_calibrated,0.0001696243738639379,1086,True,-2.8308947037374635e-05,0.00038617803607125193,contiguous_20
samsung,5,market_only - hold_current,mae_return_calibrated,0.00029359408229537385,1086,True,-2.6045286034038633e-05,0.0006461096097963129,month
samsung,5,market_only - hold_current,mae_return_calibrated,0.00029359408229537385,1086,True,-3.0084770172345328e-05,0.0006475505132645908,contiguous_20
samsung,5,market_only - hold_current,mae_return_raw,0.0002313306329367226,1086,False,-0.00017642720184176257,0.0006542434210450641,month
samsung,5,market_only - hold_current,mae_return_raw,0.0002313306329367226,1086,False,-0.00018994478476982264,0.0006990788773535361,contiguous_20
samsung,5,no_macro - current_full,mae_return_raw,8.274855431209578e-05,1086,False,-5.088857200059438e-05,0.0002210105171779097,month
samsung,5,no_macro - current_full,mae_return_raw,8.274855431209578e-05,1086,False,-5.493174745444639e-05,0.00022576617036734696,contiguous_20
samsung,5,no_macro - current_full,mae_return_calibrated,3.959059173586415e-05,1086,True,-1.1775822601188663e-05,8.95858671352248e-05,month
samsung,5,no_macro - current_full,mae_return_calibrated,3.959059173586415e-05,1086,True,-3.1421824583496715e-05,0.00010690460612082496,contiguous_20
samsung,5,no_macro - hold_current,mae_return_calibrated,0.00016356030016730015,1086,True,-1.3152223215024247e-05,0.000359005829562981,month
samsung,5,no_macro - hold_current,mae_return_calibrated,0.00016356030016730015,1086,True,-2.6535222062715888e-05,0.0003713828166733847,contiguous_20
samsung,5,no_macro - hold_current,mae_return_raw,0.0004463817704327207,1086,False,-0.00016223933408513673,0.0011354570541281471,month
samsung,5,no_macro - hold_current,mae_return_raw,0.0004463817704327207,1086,False,-0.00018023907413062311,0.001228328304782741,contiguous_20
samsung,5,full_plus_A - current_full,mae_return_raw,9.531592039975288e-05,1086,False,-7.175674450415623e-06,0.00020157726135449703,month
samsung,5,full_plus_A - current_full,mae_return_raw,9.531592039975288e-05,1086,False,-1.3856429465010542e-05,0.0002270146939689803,contiguous_20
samsung,5,full_plus_A - current_full,mae_return_calibrated,-2.8125837710709996e-05,1086,True,-7.413346811581177e-05,1.3113241952665683e-05,month
samsung,5,full_plus_A - current_full,mae_return_calibrated,-2.8125837710709996e-05,1086,True,-8.054705738977932e-05,2.1698195939810724e-05,contiguous_20
samsung,5,full_plus_A - hold_current,mae_return_calibrated,9.584387072072601e-05,1086,True,-7.940949865250369e-05,0.00028741648701938345,month
samsung,5,full_plus_A - hold_current,mae_return_calibrated,9.584387072072601e-05,1086,True,-8.147395371116421e-05,0.00029672422555006777,contiguous_20
samsung,5,full_plus_A - hold_current,mae_return_raw,0.00045894913652037774,1086,False,-0.00013475028572032774,0.0011139862858415707,month
samsung,5,full_plus_A - hold_current,mae_return_raw,0.00045894913652037774,1086,False,-0.00015729920973038444,0.0012233057833408527,contiguous_20
samsung,5,inner_selected - current_full,mae_return_raw,6.459639096628402e-05,1086,False,-8.003995860490877e-05,0.00021373715218646862,month
samsung,5,inner_selected - current_full,mae_return_raw,6.459639096628402e-05,1086,False,-8.030656294219792e-05,0.00022339432246891948,contiguous_20
samsung,5,inner_selected - current_full,mae_return_calibrated,0.00011501346757656273,1086,True,-7.122427116396194e-05,0.00032576430455764357,month
samsung,5,inner_selected - current_full,mae_return_calibrated,0.00011501346757656273,1086,True,-6.0877008157083556e-05,0.00032463891814354647,contiguous_20
samsung,5,inner_selected - hold_current,mae_return_calibrated,0.0002389831760079987,1086,True,-8.082685691749827e-05,0.0005936915231313667,month
samsung,5,inner_selected - hold_current,mae_return_calibrated,0.0002389831760079987,1086,True,-7.117651790121795e-05,0.0006023911308370645,contiguous_20
samsung,5,inner_selected - hold_current,mae_return_raw,0.0004282296070869088,1086,False,-0.00012411938438572893,0.0010866705160752501,month
samsung,5,inner_selected - hold_current,mae_return_raw,0.0004282296070869088,1086,False,-0.0001575691758813765,0.0011370528138871549,contiguous_20
samsung,20,current_full - hold_current,mae_return_calibrated,0.0007502878005909147,1086,True,0.0002707178264362092,0.0013231158905915457,month
samsung,20,current_full - hold_current,mae_return_calibrated,0.0007502878005909147,1086,True,0.00020957115166130643,0.0012595243444326052,contiguous_40
samsung,20,current_full - hold_current,mae_return_raw,0.003994742432046424,1086,False,0.0007181121633860575,0.007736374137795933,month
samsung,20,current_full - hold_current,mae_return_raw,0.003994742432046424,1086,False,0.0005993342107015936,0.007942249317951917,contiguous_40
samsung,20,market_only - current_full,mae_return_raw,-0.0010410484789337444,1086,False,-0.004043580005161776,0.0008959116189425592,month
samsung,20,market_only - current_full,mae_return_raw,-0.0010410484789337444,1086,False,-0.004340620738516424,0.001079757541824545,contiguous_40
samsung,20,market_only - current_full,mae_return_calibrated,0.0021749963441099205,1086,True,0.0005845502172960597,0.0043456915014620035,month
samsung,20,market_only - current_full,mae_return_calibrated,0.0021749963441099205,1086,True,0.00023632922685542322,0.004855831032027572,contiguous_40
samsung,20,market_only - hold_current,mae_return_calibrated,0.002925284144700835,1086,True,0.0010473456481264068,0.005318076746019064,month
samsung,20,market_only - hold_current,mae_return_calibrated,0.002925284144700835,1086,True,0.0006353277852200447,0.005788046896485073,contiguous_40
samsung,20,market_only - hold_current,mae_return_raw,0.0029536939531126798,1086,False,0.0005697808335899449,0.00568284849692282,month
samsung,20,market_only - hold_current,mae_return_raw,0.0029536939531126798,1086,False,0.00020688127491705571,0.006161458677214379,contiguous_40
samsung,20,no_macro - current_full,mae_return_raw,0.0006564899081368888,1086,False,-0.00014206390634280858,0.0014850344467818666,month
samsung,20,no_macro - current_full,mae_return_raw,0.0006564899081368888,1086,False,4.5436554386215694e-06,0.0015281942468280778,contiguous_40
samsung,20,no_macro - current_full,mae_return_calibrated,0.00018258108855149114,1086,True,-1.2408156189055948e-05,0.00040239633896073027,month
samsung,20,no_macro - current_full,mae_return_calibrated,0.00018258108855149114,1086,True,-2.3783210801327226e-05,0.0003559149345234234,contiguous_40
samsung,20,no_macro - hold_current,mae_return_calibrated,0.000932868889142406,1086,True,0.0003151002437439372,0.0016852932787670214,month
samsung,20,no_macro - hold_current,mae_return_calibrated,0.000932868889142406,1086,True,0.0002658074688813899,0.0015501569323410724,contiguous_40
samsung,20,no_macro - hold_current,mae_return_raw,0.004651232340183313,1086,False,0.0013807795615156247,0.008617813856104238,month
samsung,20,no_macro - hold_current,mae_return_raw,0.004651232340183313,1086,False,0.000965348030003677,0.009001541592034742,contiguous_40
samsung,20,full_plus_A - current_full,mae_return_raw,0.0005331989541171502,1086,False,-0.00017315138549488045,0.0011894581951384833,month
samsung,20,full_plus_A - current_full,mae_return_raw,0.0005331989541171502,1086,False,7.432779481007077e-05,0.0013682437692330795,contiguous_40
samsung,20,full_plus_A - current_full,mae_return_calibrated,-0.0004455091006527075,1086,True,-0.0008108501534368697,-0.00015126240539419178,month
samsung,20,full_plus_A - current_full,mae_return_calibrated,-0.0004455091006527075,1086,True,-0.0008060419902880214,-6.902052195574578e-05,contiguous_40
samsung,20,full_plus_A - hold_current,mae_return_calibrated,0.0003047786999382074,1086,True,7.501710911282173e-05,0.0005552664110651512,month
samsung,20,full_plus_A - hold_current,mae_return_calibrated,0.0003047786999382074,1086,True,9.374059154957565e-05,0.0005133605679805111,contiguous_40
samsung,20,full_plus_A - hold_current,mae_return_raw,0.004527941386163575,1086,False,0.001134149167225914,0.008301512357952172,month
