target,cell,horizon,comparison,metric,window,delta,common_n,calibrated,ci_lo,ci_hi,block
samsung,1,1,conformal_w500 - current,interval_score,evaluation,-0.0005742798685354986,477,True,-0.0011244052207909478,0.00014047239032269966,contiguous_20
samsung,1,1,conformal_w500 - current,interval_coverage,evaluation,-0.018867924528301883,477,True,-0.03164711330657605,-0.008162849661249418,month
samsung,1,1,aci_g0.005_w250 - current,interval_score,evaluation,-8.48468487285772e-05,477,True,-0.0017326264580541336,0.001001679635198719,month
samsung,1,1,aci_g0.005_w250 - current,interval_score,evaluation,-8.48468487285772e-05,477,True,-0.0010766762100919078,0.0012927627040647182,contiguous_20
samsung,1,1,aci_g0.005_w250 - current,interval_coverage,evaluation,-0.0062893081761006275,477,True,-0.01801846937117471,0.0024043681175357013,month
samsung,1,1,aci_g0.005_w500 - current,interval_score,evaluation,-0.00040902061937197164,477,True,-0.001676038140068933,0.000501110652707016,month
samsung,1,1,aci_g0.005_w500 - current,interval_score,evaluation,-0.00040902061937197164,477,True,-0.001178907064281449,0.0005831045005466278,contiguous_20
samsung,1,1,aci_g0.005_w500 - current,interval_coverage,evaluation,-0.016771488469601636,477,True,-0.030110778234515474,-0.004300844524435805,month
samsung,1,1,aci_g0.02_w250 - current,interval_score,evaluation,-0.0001564661245543184,477,True,-0.002822144648374848,0.001669321049409282,month
samsung,1,1,aci_g0.02_w250 - current,interval_score,evaluation,-0.0001564661245543184,477,True,-0.0017840787055978663,0.0019570610011715043,contiguous_20
samsung,1,1,aci_g0.02_w250 - current,interval_coverage,evaluation,-0.012578616352201255,477,True,-0.02934549076952928,0.002136752136752129,month
samsung,1,1,aci_g0.02_w500 - current,interval_score,evaluation,-0.0005824432415208685,477,True,-0.0032897197978940885,0.0012798120569462448,month
samsung,1,1,aci_g0.02_w500 - current,interval_score,evaluation,-0.0005824432415208685,477,True,-0.0022483662933821466,0.0013878058441008096,contiguous_20
samsung,1,1,aci_g0.02_w500 - current,interval_coverage,evaluation,-0.014675052410901501,477,True,-0.03182400932400936,0.0,month
samsung,1,1,sigma_har - current,interval_score,evaluation,0.017050165538362458,477,True,0.0054071448249412134,0.028604237892143912,month
samsung,1,1,sigma_har - current,interval_score,evaluation,0.017050165538362458,477,True,0.0073199949027636805,0.03166003318370039,contiguous_20
samsung,1,1,sigma_har - current,interval_coverage,evaluation,-0.23899371069182396,477,True,-0.2932571710602718,-0.1854283226764101,month
samsung,1,1,trailing_q_w250 - current,interval_score,sequential_all,-0.0002480878619267331,953,True,-0.0008285997639859356,0.00018066534668398937,month
samsung,1,1,trailing_q_w250 - current,interval_score,sequential_all,-0.0002480878619267331,953,True,-0.0006295733428418491,0.00025645186088120805,contiguous_20
samsung,1,1,trailing_q_w250 - current,interval_coverage,sequential_all,-0.015739769150052485,953,True,-0.025132208567049223,-0.007534176245475997,month
samsung,1,1,conformal_w250 - current,interval_score,sequential_all,-7.734267202808691e-05,953,True,-0.0005354741711753932,0.00028678970895984924,month
samsung,1,1,conformal_w250 - current,interval_score,sequential_all,-7.734267202808691e-05,953,True,-0.0003733579367306471,0.00036217674701244823,contiguous_20
samsung,1,1,conformal_w250 - current,interval_coverage,sequential_all,-0.009443861490031402,953,True,-0.017635312582136502,-0.0030574855520820988,month
samsung,1,1,trailing_q_w500 - current,interval_score,sequential_all,-0.00034360737698222626,953,True,-0.0008059250377649624,2.9974949995443407e-05,month
samsung,1,1,trailing_q_w500 - current,interval_score,sequential_all,-0.00034360737698222626,953,True,-0.0006700267554338385,4.330879470162698e-05,contiguous_20
samsung,1,1,trailing_q_w500 - current,interval_coverage,sequential_all,-0.01364113326337879,953,True,-0.0219914455408109,-0.007077143645559329,month
samsung,1,1,conformal_w500 - current,interval_score,sequential_all,-0.00027634696782829853,953,True,-0.0007369477790135508,8.290357002684042e-05,month
samsung,1,1,conformal_w500 - current,interval_score,sequential_all,-0.00027634696782829853,953,True,-0.0005912526860521279,0.00010200807915906422,contiguous_20
samsung,1,1,conformal_w500 - current,interval_coverage,sequential_all,-0.011542497376705096,953,True,-0.0185395071339795,-0.005251963062244817,month
samsung,1,1,aci_g0.005_w250 - current,interval_score,sequential_all,3.622061777881083e-05,953,True,-0.000861751119341355,0.000630221798919949,month
samsung,1,1,aci_g0.005_w250 - current,interval_score,sequential_all,3.622061777881083e-05,953,True,-0.0005520233241533259,0.0007450617600870893,contiguous_20
samsung,1,1,aci_g0.005_w250 - current,interval_coverage,sequential_all,-0.01364113326337879,953,True,-0.024758693698903135,-0.004059490963044326,month
samsung,1,1,aci_g0.005_w500 - current,interval_score,sequential_all,-0.00019116277380817307,953,True,-0.0009082199444257039,0.0003100300116008031,month
samsung,1,1,aci_g0.005_w500 - current,interval_score,sequential_all,-0.00019116277380817307,953,True,-0.0006420186151465073,0.00035262295023930394,contiguous_20
samsung,1,1,aci_g0.005_w500 - current,interval_coverage,sequential_all,-0.015739769150052485,953,True,-0.024540040987094926,-0.007446610667691668,month
samsung,1,1,aci_g0.02_w250 - current,interval_score,sequential_all,0.00015182131462341132,953,True,-0.0013359074198091396,0.0011471267022504354,month
samsung,1,1,aci_g0.02_w250 - current,interval_score,sequential_all,0.00015182131462341132,953,True,-0.000851099895684497,0.001293944877919794,contiguous_20
samsung,1,1,aci_g0.02_w250 - current,interval_coverage,sequential_all,-0.01678908709338922,953,True,-0.030756191295764814,-0.00399910802775015,month
samsung,1,1,aci_g0.02_w500 - current,interval_score,sequential_all,-8.961972745233666e-05,953,True,-0.0015809170061601174,0.0009163800953423259,month
samsung,1,1,aci_g0.02_w500 - current,interval_score,sequential_all,-8.961972745233666e-05,953,True,-0.00104459334514977,0.0009721732375130665,contiguous_20
samsung,1,1,aci_g0.02_w500 - current,interval_coverage,sequential_all,-0.01678908709338922,953,True,-0.030370688621557847,-0.004144863393541238,month
samsung,1,1,sigma_har - current,interval_score,sequential_all,0.008027311626818853,953,True,0.0018061535431047684,0.01447442449635991,month
samsung,1,1,sigma_har - current,interval_score,sequential_all,0.008027311626818853,953,True,0.0027458947992736868,0.01543221173388748,contiguous_20
samsung,1,1,sigma_har - current,interval_coverage,sequential_all,-0.14690451206715627,953,True,-0.19019101460653007,-0.10744658871109544,month
samsung,5,5,trailing_q_w250 - current,interval_score,selection,-0.0029022715681350504,471,True,-0.0061297324017189165,0.0004770978908005935,month
samsung,5,5,trailing_q_w250 - current,interval_score,selection,-0.0029022715681350504,471,True,-0.005916227126064779,0.00020647216657148235,contiguous_20
samsung,5,5,trailing_q_w250 - current,interval_coverage,selection,-0.05520169851380041,471,True,-0.08172144451207136,-0.03177966101694918,month
samsung,5,5,conformal_w250 - current,interval_score,selection,-0.002701390948802055,471,True,-0.005741703262015559,0.0005165241013193576,month
samsung,5,5,conformal_w250 - current,interval_score,selection,-0.002701390948802055,471,True,-0.005504910476894228,0.0002118415624289984,contiguous_20
samsung,5,5,conformal_w250 - current,interval_coverage,selection,-0.04883227176220806,471,True,-0.07272833973538201,-0.028513126630221184,month
samsung,5,5,trailing_q_w500 - current,interval_score,selection,-0.0026212761043968476,471,True,-0.005559221908275203,0.00047706404880588373,month
samsung,5,5,trailing_q_w500 - current,interval_score,selection,-0.0026212761043968476,471,True,-0.005526960384290095,0.000133326696059019,contiguous_20
samsung,5,5,trailing_q_w500 - current,interval_coverage,selection,-0.0573248407643312,471,True,-0.08350741864966718,-0.03418803418803418,month
samsung,5,5,conformal_w500 - current,interval_score,selection,-0.00258652739857916,471,True,-0.005463937238187737,0.0004433543552840946,month
samsung,5,5,conformal_w500 - current,interval_score,selection,-0.00258652739857916,471,True,-0.005448503873199102,6.479784228824696e-05,contiguous_20
samsung,5,5,conformal_w500 - current,interval_coverage,selection,-0.05520169851380041,471,True,-0.08061270846156098,-0.03292181069958855,month
samsung,5,5,aci_g0.005_w250 - current,interval_score,selection,-0.002214963424216275,471,True,-0.005963318773275079,0.0016891288513747687,month
samsung,5,5,aci_g0.005_w250 - current,interval_score,selection,-0.002214963424216275,471,True,-0.005643919684899701,0.0015282584203935344,contiguous_20
samsung,5,5,aci_g0.005_w250 - current,interval_coverage,selection,-0.05944798301486198,471,True,-0.08505985544345729,-0.037027608056121396,month
samsung,5,5,aci_g0.005_w500 - current,interval_score,selection,-0.0024689402477122684,471,True,-0.006664207547152403,0.001682640967128709,month
samsung,5,5,aci_g0.005_w500 - current,interval_score,selection,-0.0024689402477122684,471,True,-0.006367342391190581,0.0015578157521196215,contiguous_20
samsung,5,5,aci_g0.005_w500 - current,interval_coverage,selection,-0.06369426751592355,471,True,-0.09210600236546418,-0.03869478947230411,month
samsung,5,5,aci_g0.02_w250 - current,interval_score,selection,-0.00036760514937720924,471,True,-0.004803340695453982,0.004110808389548843,month
samsung,5,5,aci_g0.02_w250 - current,interval_score,selection,-0.00036760514937720924,471,True,-0.004522873439865203,0.0036702149393448304,contiguous_20
samsung,5,5,aci_g0.02_w250 - current,interval_coverage,selection,-0.05944798301486198,471,True,-0.08952454779127204,-0.030902470865006682,month
samsung,5,5,aci_g0.02_w500 - current,interval_score,selection,0.0002606618293520606,471,True,-0.004226422806905304,0.004535049119513193,month
samsung,5,5,aci_g0.02_w500 - current,interval_score,selection,0.0002606618293520606,471,True,-0.004041471449575172,0.004313575354548994,contiguous_20
samsung,5,5,aci_g0.02_w500 - current,interval_coverage,selection,-0.05944798301486198,471,True,-0.09071274298056153,-0.03310612344806014,month
samsung,5,5,sigma_har - current,interval_score,selection,-0.004677831292799951,471,True,-0.008227319319226805,-0.0008892427026511509,month
samsung,5,5,sigma_har - current,interval_score,selection,-0.004677831292799951,471,True,-0.007972525974240694,-0.0014961985265170097,contiguous_20
samsung,5,5,sigma_har - current,interval_coverage,selection,-0.019108280254777066,471,True,-0.05444590479107119,0.00829918651495412,month
samsung,5,5,trailing_q_w250 - current,interval_score,evaluation,0.0009582774969601532,475,True,-0.0019481558146436984,0.0038133103860324437,month
samsung,5,5,trailing_q_w250 - current,interval_score,evaluation,0.0009582774969601532,475,True,-0.0017121904009903951,0.0038120244851958837,contiguous_20
