target,horizon,comparison,metric,delta,common_n,calibrated,ci_lo,ci_hi,block
samsung,5,har_inner_q - simple_inner_q,interval_score,-0.0017140115045331456,1086,True,-0.0052073449574312515,0.0021464069675340963,month
samsung,5,har_inner_q - simple_inner_q,interval_score,-0.0017140115045331456,1086,True,-0.005167414123260753,0.0016447457978554054,contiguous_20
samsung,5,har_inner_q - simple_inner_q,interval_coverage,-0.0055248618784530246,1086,True,-0.02212032581155304,0.011070622258902879,month
samsung,5,har_inner_q - simple_inner_q,interval_coverage,-0.0055248618784530246,1086,True,-0.02209944751381221,0.012891344383057057,contiguous_20
samsung,5,har_inner_q - simple_inner_q,mean_width,-0.0047231661035464665,1086,True,-0.009604972673717144,2.246335803814705e-05,month
samsung,5,har_inner_q - simple_inner_q,mean_width,-0.0047231661035464665,1086,True,-0.009280626214958985,-7.890275342834616e-05,contiguous_20
samsung,5,simple_resid252 - simple_inner_q,interval_score,0.0006442297110597315,1086,True,-0.0009187884462242703,0.0022539651463695807,month
samsung,5,simple_resid252 - simple_inner_q,interval_score,0.0006442297110597315,1086,True,-0.0014761983513551843,0.002833963042113407,contiguous_20
samsung,5,simple_resid252 - simple_inner_q,interval_coverage,-0.004604051565377576,1086,True,-0.017857142857142905,0.008182004301431046,month
samsung,5,simple_resid252 - simple_inner_q,interval_coverage,-0.004604051565377576,1086,True,-0.01933701657458564,0.008287292817679592,contiguous_20
samsung,5,simple_resid252 - simple_inner_q,mean_width,-0.0022633945694249227,1086,True,-0.005203820154684111,0.0003283900383104625,month
samsung,5,simple_resid252 - simple_inner_q,mean_width,-0.0022633945694249227,1086,True,-0.0051739463538157055,0.00027694390865911934,contiguous_20
samsung,5,simple_inner_q - target_coverage,interval_coverage,-0.0016574585635359407,1086,True,-0.0431599963538212,0.03746909656000561,month
samsung,5,simple_inner_q - target_coverage,interval_coverage,-0.0016574585635359407,1086,True,-0.03943370165745866,0.03793738489871079,contiguous_20
samsung,5,har_inner_q - target_coverage,interval_coverage,-0.007182320441988965,1086,True,-0.05209026232902362,0.03597619666019883,month
samsung,5,har_inner_q - target_coverage,interval_coverage,-0.007182320441988965,1086,True,-0.048618784530386816,0.03701657458563534,contiguous_20
