month,usdkrw,dxy,jpy,cny,rate_gap,current_account,kr10y,us10y,real_rate_gap
2013-04-01,1115.6863625266335,82.52500048550692,97.66218185424805,6.188986344770952,1.1065454777804289,5039.9,2.837727272727273,1.731181794946844,0.9157317798193504
2013-05-01,1104.9739087975545,83.2136362249201,100.8228696740192,6.134887011154838,0.9795735864412216,9608.2,2.8976190476190475,1.918045461177826,1.2214264163660151
2013-06-01,1128.248492431641,81.85049972534179,97.493599319458,6.132498908042908,1.024107899791316,6824.8,3.3131578947368423,2.2890499949455263,1.5711850507329157
2013-07-01,1123.8565355383832,82.7895462729714,99.66813095756198,6.124547833981722,0.9001778634452062,6964.6,3.466086956521739,2.5659090930765327,1.170241496667468
2013-08-01,1115.8999966708095,81.48181776566939,97.7483173717152,6.112081831151789,0.8804978385322539,6389.3,3.610952380952381,2.730454542420127,0.9136734476485856
2013-09-01,1084.280941917783,81.15949897766113,99.2135238647461,6.110242820921398,0.7297555300924512,7847.7,3.5305555555555554,2.800800025463104,0.8440762864858224
2013-10-01,1064.8886163884945,79.86652175239895,97.9149100563743,6.0943545211445205,0.8378799314479157,10724.0,3.437619047619048,2.599739116171132,0.8537210831912945
2013-11-01,1058.5857107979912,80.84400024414063,99.93471381777807,6.083299977438791,0.8755000200271601,5891.6,3.584,2.7084999799728395,0.9074268507554396
2013-12-01,1055.6295443448153,80.30666605631511,103.48713580044831,6.066063642501831,0.760523781458537,6263.7,3.6525238095238097,2.8920000280652727,1.1298850665777334
2014-01-01,1063.732612941576,80.8095241728283,104.03330496083136,6.041313026262366,0.8043571682884583,1837.7,3.646500000000001,2.8421428317115423,1.2815362037046114
2014-02-01,1070.8175048828125,80.4573685495477,102.12485084533692,6.067030072212219,0.8250868344758691,4812.5,3.5223500000000003,2.697263165524132,0.9330719488373886
2014-03-01,1069.9371570405506,79.87047685895648,102.25233350481304,6.16081900823684,0.8268095260801771,6182.8,3.5434761904761904,2.7166666643960133,1.1474397184443013
2014-04-01,1043.2527077414773,79.85333360944476,102.55118214000356,6.212518150156194,0.8487597421670889,6875.5,3.5400454545454547,2.691285712378366,1.3653340400957292
2014-05-01,1023.8845353560014,79.9490472702753,101.83577277443624,6.229154543443159,0.8503483794649744,9148.3,3.4021578947368423,2.551809515271868,1.3517605850369794
2014-06-01,1019.0561901274182,80.442382085891,102.07004874093192,6.223399957021077,0.69300752987778,7768.8,3.285578947368421,2.592571417490641,1.0930527559142962
2014-07-01,1019.1339111328124,80.54772637107156,101.66969564686651,6.190391291742739,0.5259565178377357,6198.8,3.0559565217391307,2.530000003901395,0.9104668052647223
2014-08-01,1024.760942731585,81.86380949474517,102.93666621616909,6.145695209503174,0.6740594832102458,6793.9,3.08625,2.4121905167897544,0.9809337168757564
2014-09-01,1029.4272682883525,84.45904795328777,107.15840981223369,6.129168141971935,0.4836767086229825,7418.7,3.0121052631578946,2.528428554534912,1.0212799549793488
2014-10-01,1058.7234735903533,85.67043470299762,107.93921827233356,6.116608723350193,0.4804575654774221,8604.5,2.7687619047619045,2.2883043392844824,0.9400432902198284
2014-11-01,1094.2150024414063,87.72842085988898,116.12325096130373,6.11447503566742,0.3693105442850211,10582.7,2.6921,2.322789455714979,0.6353730996524956
2014-12-01,1102.449998938519,89.1568173495206,119.40178315535836,6.178778275199559,0.4765454630418255,6805.4,2.6809090909090907,2.204363627867265,0.2962351974726531
2015-01-01,1087.595458984375,92.9770004272461,118.41086335615678,6.205977266485041,0.5410690438520338,7076.0,2.4146190476190474,1.8735500037670136,-0.6629364035734819
2015-02-01,1100.2324951171877,94.45789337158205,118.61110000610353,6.241064953804016,0.3759288002492471,6136.4,2.3458235294117644,1.9698947291625173,-0.3569847652609932
2015-03-01,1110.9309137517755,97.87818249789152,120.3465909090909,6.232450008392334,0.2352272834777831,9761.5,2.2760454545454545,2.0408181710676714,-0.2573147653402623
2015-04-01,1085.8340897993608,97.59190477643696,119.52054526589131,6.191895398226651,0.2499502002831664,7221.6,2.1770454545454547,1.9270952542622883,-0.2903216874909355
2015-05-01,1090.192388625372,95.1920009613037,120.6030000959124,6.193728583199637,0.2985333112080894,7958.8,2.490333333333333,2.191800022125244,-0.2185215503200206
2015-06-01,1111.0995427911932,95.17000024968928,123.73363598910244,6.195704546841708,0.1111363745602691,11546.2,2.468045454545454,2.356909079985185,-0.4106329582021537
