date,value
2017-12-23,103.26
2017-12-24,103.55
2017-12-25,101.65
2017-12-26,101.41
2017-12-27,102.25
2017-12-28,105.48
2017-12-29,105.08
2017-12-30,105.3
2017-12-31,105.45
2018-01-01,107.12
2018-01-02,107.03
2018-01-03,107.87
2018-01-04,108.38
2018-01-05,110.03
2018-01-06,110.05
2018-01-07,109.7
2018-01-08,110.68
2018-01-09,111.14
2018-01-10,110.18
2018-01-11,108.57
2018-01-12,108.02
2018-01-13,108.06
2018-01-14,108.33
2018-01-15,108.29
2018-01-16,108.55
2018-01-17,108.41
2018-01-18,109.99
2018-01-19,109.25
2018-01-20,109.35
2018-01-21,109.1
2018-01-22,106.82
2018-01-23,106.35
2018-01-24,108.38
2018-01-25,110.34
2018-01-26,111.23
2018-01-27,111.25
2018-01-28,111.46
2018-01-29,114.95
2018-01-30,113.17
2018-01-31,112.8
2018-02-01,113.28
2018-02-02,112.73
2018-02-03,112.43
2018-02-04,112.58
2018-02-05,108.2
2018-02-06,105.41
2018-02-07,106.03
2018-02-08,104.62
2018-02-09,101.55
2018-02-10,101.3
2018-02-11,100.67
2018-02-12,103.01
2018-02-13,105.02
2018-02-14,103.12
2018-02-15,100.19
2018-02-16,102.86
2018-02-17,103.73
2018-02-18,103.89
2018-02-19,101.18
2018-02-20,99.98
2018-02-21,99.8
2018-02-22,99.98
2018-02-23,101.62
2018-02-24,101.46
2018-02-25,101.32
2018-02-26,103.4
2018-02-27,105.37
2018-02-28,103.21
2018-03-01,103.49
2018-03-02,99.02
2018-03-03,98.12
2018-03-04,97.6
2018-03-05,94.14
2018-03-06,94.81
2018-03-07,97.15
2018-03-08,97.06
2018-03-09,99.84
2018-03-10,100.56
2018-03-11,101.5
2018-03-12,104.26
2018-03-13,104.3
2018-03-14,103.74
2018-03-15,105.05
2018-03-16,105.62
2018-03-17,105.67
2018-03-18,105.13
2018-03-19,102.58
2018-03-20,101.22
2018-03-21,101.82
2018-03-22,101.19
2018-03-23,96.38
2018-03-24,95.53
2018-03-25,94.97
2018-03-26,95.12
2018-03-27,96.46
2018-03-28,95.69
2018-03-29,94.12
2018-03-30,99.42
2018-03-31,100.11
2018-04-01,101.5
2018-04-02,103.92
2018-04-03,102.03
2018-04-04,101.26
2018-04-05,103.57
2018-04-06,103.24
2018-04-07,102.94
2018-04-08,100.92
2018-04-09,98.25
2018-04-10,98.41
2018-04-11,98.5
2018-04-12,96.34
2018-04-13,95.61
2018-04-14,95.7
2018-04-15,95.65
2018-04-16,96.15
2018-04-17,97.14
2018-04-18,99.78
2018-04-19,101.96
2018-04-20,102.37
2018-04-21,102.59
2018-04-22,103.2
2018-04-23,103.68
2018-04-24,105.43
2018-04-25,102.51
2018-04-26,105.92
2018-04-27,109.83
2018-04-28,110.26
2018-04-29,111.74
2018-04-30,113.51
2018-05-01,111.62
2018-05-02,113.67
2018-05-03,109.91
2018-05-04,104.79
2018-05-05,104.49
2018-05-06,103.44
2018-05-07,101.66
2018-05-08,103.09
2018-05-09,102.79
2018-05-10,104.91
2018-05-11,108.42
2018-05-12,108.21
2018-05-13,108.46
2018-05-14,107.91
2018-05-15,109.74
2018-05-16,110.29
2018-05-17,109.24
2018-05-18,107.71
2018-05-19,107.61
2018-05-20,107.0
2018-05-21,108.39
2018-05-22,105.42
2018-05-23,104.92
2018-05-24,102.43
2018-05-25,99.44
2018-05-26,99.4
2018-05-27,98.67
2018-05-28,99.3
2018-05-29,100.5
2018-05-30,97.93
2018-05-31,99.02
2018-06-01,101.81
2018-06-02,102.28
2018-06-03,102.56
2018-06-04,101.86
2018-06-05,102.25
2018-06-06,104.21
2018-06-07,105.3
2018-06-08,103.5
2018-06-09,103.26
2018-06-10,103.65
2018-06-11,103.33
2018-06-12,103.36
2018-06-13,103.91
2018-06-14,99.93
2018-06-15,96.26
2018-06-16,95.44
2018-06-17,94.37
2018-06-18,90.97
2018-06-19,88.7
2018-06-20,89.38
2018-06-21,90.95
2018-06-22,91.99
2018-06-23,92.36
2018-06-24,93.98
2018-06-25,94.87
2018-06-26,93.55
2018-06-27,93.41
2018-06-28,92.09
2018-06-29,93.39
2018-06-30,93.42
2018-07-01,92.14
2018-07-02,90.34
2018-07-03,90.85
2018-07-04,90.51
2018-07-05,91.05
2018-07-06,90.5
2018-07-07,90.87
2018-07-08,90.84
2018-07-09,93.13
2018-07-10,96.06
2018-07-11,93.39
2018-07-12,91.15
2018-07-13,91.23
2018-07-14,90.14
2018-07-15,89.92
2018-07-16,88.04
2018-07-17,85.66
2018-07-18,88.28
2018-07-19,89.61
2018-07-20,88.99
2018-07-21,89.41
2018-07-22,89.73
2018-07-23,89.31
2018-07-24,92.31
2018-07-25,93.53
2018-07-26,96.66
2018-07-27,99.65
2018-07-28,99.76
2018-07-29,100.7
2018-07-30,103.27
2018-07-31,99.44
2018-08-01,101.78
2018-08-02,99.16
2018-08-03,97.65
2018-08-04,97.92
2018-08-05,97.5
2018-08-06,97.19
2018-08-07,99.8
2018-08-08,100.5
2018-08-09,102.52
2018-08-10,102.09
2018-08-11,101.69
2018-08-12,101.46
2018-08-13,98.35
2018-08-14,99.49
2018-08-15,95.82
2018-08-16,94.32
2018-08-17,92.88
2018-08-18,92.52
2018-08-19,91.33
2018-08-20,93.3
2018-08-21,91.51
2018-08-22,93.04
2018-08-23,92.92
2018-08-24,94.44
2018-08-25,95.33
2018-08-26,96.37
2018-08-27,99.03
2018-08-28,99.2
2018-08-29,98.9
2018-08-30,100.25
2018-08-31,97.66
2018-09-01,97.86
2018-09-02,99.22
2018-09-03,98.49
2018-09-04,97.62
2018-09-05,97.49
2018-09-06,97.49
2018-09-07,98.94
2018-09-08,98.19
2018-09-09,96.65
2018-09-10,96.29
2018-09-11,97.38
2018-09-12,94.19
2018-09-13,93.46
2018-09-14,95.27
2018-09-15,95.5
2018-09-16,95.69
2018-09-17,95.84
2018-09-18,95.36
2018-09-19,98.61
2018-09-20,99.55
2018-09-21,100.57
2018-09-22,100.9
2018-09-23,101.82
2018-09-24,101.51
2018-09-25,101.54
2018-09-26,100.53
2018-09-27,99.52
2018-09-28,97.05
2018-09-29,96.48
2018-09-30,95.22
2018-10-01,96.65
2018-10-02,94.07
2018-10-03,92.81
2018-10-04,92.09
2018-10-05,91.37
2018-10-06,91.3
2018-10-07,90.36
2018-10-08,87.51
2018-10-09,88.04
2018-10-10,87.55
2018-10-11,80.11
2018-10-12,76.57
2018-10-13,76.65
2018-10-14,76.17
2018-10-15,76.17
2018-10-16,77.85
2018-10-17,81.67
2018-10-18,86.21
2018-10-19,88.01
2018-10-20,88.28
2018-10-21,89.56
2018-10-22,90.75
2018-10-23,90.95
2018-10-24,88.32
2018-10-25,86.04
2018-10-26,85.04
2018-10-27,84.29
2018-10-28,83.05
2018-10-29,79.83
2018-10-30,79.6
2018-10-31,81.17
2018-11-01,86.8
2018-11-02,93.24
2018-11-03,93.68
2018-11-04,95.17
2018-11-05,98.23
2018-11-06,98.6
2018-11-07,98.34
2018-11-08,98.68
2018-11-09,94.3
2018-11-10,94.41
2018-11-11,94.33
2018-11-12,93.57
2018-11-13,91.3
2018-11-14,90.69
2018-11-15,88.72
2018-11-16,89.95
2018-11-17,89.98
2018-11-18,89.84
2018-11-19,92.35
2018-11-20,93.49
2018-11-21,91.7
2018-11-22,91.3
2018-11-23,89.16
2018-11-24,88.77
2018-11-25,88.7
2018-11-26,87.32
2018-11-27,88.07
2018-11-28,91.14
2018-11-29,93.12
2018-11-30,92.28
2018-12-01,92.93
2018-12-02,93.27
2018-12-03,95.94
2018-12-04,96.43
2018-12-05,94.13
2018-12-06,92.42
2018-12-07,95.62
2018-12-08,95.36
2018-12-09,94.79
2018-12-10,90.06
2018-12-11,90.15
2018-12-12,92.27
2018-12-13,93.96
2018-12-14,90.98
2018-12-15,90.4
2018-12-16,90.51
2018-12-17,92.12
2018-12-18,91.89
2018-12-19,91.52
2018-12-20,87.51
2018-12-21,88.32
2018-12-22,88.54
2018-12-23,88.43
2018-12-24,87.54
2018-12-25,85.85
2018-12-26,82.81
2018-12-27,86.72
2018-12-28,85.78
2018-12-29,85.95
2018-12-30,86.03
2018-12-31,85.5
2019-01-01,86.25
2019-01-02,87.05
2019-01-03,83.77
2019-01-04,81.92
2019-01-05,81.94
2019-01-06,82.31
2019-01-07,86.05
2019-01-08,84.8
2019-01-09,86.08
2019-01-10,89.33
2019-01-11,93.0
2019-01-12,92.94
2019-01-13,91.56
2019-01-14,89.81
2019-01-15,93.26
2019-01-16,94.93
2019-01-17,95.68
2019-01-18,98.56
2019-01-19,99.26
2019-01-20,101.11
2019-01-21,101.38
2019-01-22,101.19
2019-01-23,100.57
2019-01-24,99.89
2019-01-25,99.7
2019-01-26,99.64
2019-01-27,99.97
2019-01-28,101.31
2019-01-29,102.54
2019-01-30,104.2
2019-01-31,103.65
2019-02-01,101.65
2019-02-02,101.32
2019-02-03,102.1
2019-02-04,101.57
2019-02-05,100.57
2019-02-06,97.08
2019-02-07,97.81
2019-02-08,96.39
2019-02-09,96.51
2019-02-10,95.57
2019-02-11,96.73
2019-02-12,97.54
2019-02-13,97.68
2019-02-14,98.8
2019-02-15,98.25
2019-02-16,98.17
2019-02-17,97.57
2019-02-18,97.6
2019-02-19,97.25
2019-02-20,99.75
2019-02-21,97.44
2019-02-22,96.26
2019-02-23,96.49
2019-02-24,96.96
2019-02-25,97.9
2019-02-26,98.51
2019-02-27,97.89
2019-02-28,97.52
2019-03-01,98.63
2019-03-02,98.67
2019-03-03,99.25
2019-03-04,99.03
2019-03-05,97.71
2019-03-06,95.85
2019-03-07,97.81
2019-03-08,97.54
2019-03-09,96.86
2019-03-10,95.73
2019-03-11,93.34
2019-03-12,94.05
2019-03-13,92.92
2019-03-14,92.45
2019-03-15,94.04
2019-03-16,94.64
2019-03-17,94.44
2019-03-18,96.67
2019-03-19,96.18
2019-03-20,97.15
2019-03-21,98.01
2019-03-22,98.68
2019-03-23,98.39
2019-03-24,98.72
2019-03-25,95.39
2019-03-26,92.89
2019-03-27,92.66
2019-03-28,89.63
2019-03-29,87.93
2019-03-30,88.07
2019-03-31,88.64
2019-04-01,90.59
2019-04-02,93.84
2019-04-03,94.96
2019-04-04,97.84
2019-04-05,98.56
2019-04-06,98.79
2019-04-07,97.57
2019-04-08,98.56
2019-04-09,97.32
2019-04-10,97.33
2019-04-11,97.41
2019-04-12,97.67
2019-04-13,97.82
2019-04-14,100.09
2019-04-15,100.98
2019-04-16,103.83
2019-04-17,103.45
2019-04-18,101.67
2019-04-19,103.09
2019-04-20,102.95
2019-04-21,102.32
2019-04-22,101.1
2019-04-23,99.37
2019-04-24,99.48
2019-04-25,99.24
2019-04-26,98.2
2019-04-27,98.06
2019-04-28,98.29
2019-04-29,99.46
2019-04-30,99.5
2019-05-01,97.11
2019-05-02,99.95
2019-05-03,100.89
2019-05-04,101.17
2019-05-05,101.7
2019-05-06,98.2
2019-05-07,96.01
2019-05-08,96.95
2019-05-09,94.36
2019-05-10,93.21
2019-05-11,93.04
2019-05-12,91.89
2019-05-13,91.74
2019-05-14,91.0
2019-05-15,92.45
2019-05-16,93.73
2019-05-17,91.72
2019-05-18,91.25
2019-05-19,91.44
2019-05-20,93.18
2019-05-21,92.89
2019-05-22,92.15
2019-05-23,89.12
2019-05-24,88.71
2019-05-25,89.02
2019-05-26,88.96
2019-05-27,88.69
2019-05-28,89.02
2019-05-29,85.97
2019-05-30,87.38
2019-05-31,89.18
2019-06-01,88.33
2019-06-02,88.18
2019-06-03,86.46
2019-06-04,85.72
2019-06-05,88.02
2019-06-06,87.05
2019-06-07,87.89
2019-06-08,88.94
2019-06-09,89.49
2019-06-10,91.35
2019-06-11,94.69
2019-06-12,95.28
2019-06-13,95.66
2019-06-14,93.82
2019-06-15,93.53
2019-06-16,94.38
2019-06-17,94.54
2019-06-18,93.66
2019-06-19,94.82
2019-06-20,95.51
2019-06-21,96.34
2019-06-22,96.4
2019-06-23,95.97
2019-06-24,96.28
2019-06-25,96.22
2019-06-26,95.25
2019-06-27,95.31
2019-06-28,93.95
2019-06-29,93.99
2019-06-30,93.54
2019-07-01,91.53
2019-07-02,91.11
2019-07-03,89.89
2019-07-04,87.67
2019-07-05,87.77
2019-07-06,87.53
2019-07-07,86.65
2019-07-08,85.29
2019-07-09,84.6
2019-07-10,84.61
2019-07-11,86.72
2019-07-12,87.43
2019-07-13,87.58
2019-07-14,88.56
2019-07-15,90.24
2019-07-16,91.7
2019-07-17,91.61
2019-07-18,89.14
2019-07-19,90.54
2019-07-20,90.39
2019-07-21,89.71
2019-07-22,90.79
2019-07-23,92.31
2019-07-24,94.36
2019-07-25,97.82
2019-07-26,97.66
2019-07-27,98.01
2019-07-28,97.39
2019-07-29,95.3
2019-07-30,93.6
2019-07-31,90.47
2019-08-01,86.75
2019-08-02,82.36
2019-08-03,82.07
2019-08-04,83.1
2019-08-05,80.92
2019-08-06,76.49
2019-08-07,77.59
2019-08-08,80.92
2019-08-09,84.45
2019-08-10,84.29
2019-08-11,83.48
2019-08-12,87.21
2019-08-13,89.51
2019-08-14,91.49
2019-08-15,88.29
2019-08-16,85.06
2019-08-17,85.42
2019-08-18,84.58
2019-08-19,82.53
2019-08-20,85.87
2019-08-21,84.29
2019-08-22,86.41
2019-08-23,88.05
2019-08-24,87.9
2019-08-25,89.27
2019-08-26,87.09
2019-08-27,85.66
2019-08-28,85.95
2019-08-29,85.25
2019-08-30,86.22
2019-08-31,86.32
2019-09-01,85.66
2019-09-02,89.32
2019-09-03,89.2
2019-09-04,89.0
2019-09-05,91.07
2019-09-06,92.25
2019-09-07,92.4
2019-09-08,92.65
2019-09-09,94.06
2019-09-10,95.52
2019-09-11,98.24
2019-09-12,97.93
2019-09-13,97.05
2019-09-14,97.61
2019-09-15,98.76
2019-09-16,100.1
2019-09-17,99.01
2019-09-18,96.77
2019-09-19,97.7
2019-09-20,96.99
2019-09-21,96.85
2019-09-22,97.02
2019-09-23,96.2
2019-09-24,96.26
2019-09-25,95.02
2019-09-26,93.48
2019-09-27,92.78
2019-09-28,92.21
2019-09-29,92.46
2019-09-30,91.8
2019-10-01,92.01
2019-10-02,90.25
2019-10-03,88.53
2019-10-04,88.07
2019-10-05,88.18
2019-10-06,86.49
2019-10-07,87.79
2019-10-08,88.88
2019-10-09,90.51
2019-10-10,92.25
2019-10-11,93.81
2019-10-12,94.21
2019-10-13,94.96
2019-10-14,94.42
2019-10-15,92.92
2019-10-16,95.13
2019-10-17,95.39
2019-10-18,94.56
2019-10-19,94.22
2019-10-20,94.21
2019-10-21,93.79
2019-10-22,95.88
2019-10-23,94.54
2019-10-24,95.15
2019-10-25,97.29
2019-10-26,97.55
2019-10-27,98.12
2019-10-28,98.75
2019-10-29,97.88
2019-10-30,98.4
2019-10-31,100.32
2019-11-01,99.77
2019-11-02,100.06
2019-11-03,100.88
2019-11-04,103.48
2019-11-05,103.41
2019-11-06,103.63
2019-11-07,102.96
2019-11-08,103.04
2019-11-09,102.83
2019-11-10,101.9
2019-11-11,98.86
2019-11-12,101.16
2019-11-13,102.5
2019-11-14,102.09
2019-11-15,102.66
2019-11-16,102.72
2019-11-17,103.09
2019-11-18,103.38
2019-11-19,100.56
2019-11-20,97.94
2019-11-21,94.71
2019-11-22,93.8
2019-11-23,93.57
2019-11-24,93.46
2019-11-25,96.64
2019-11-26,97.46
2019-11-27,99.43
2019-11-28,102.27
2019-11-29,101.11
2019-11-30,101.4
2019-12-01,101.03
2019-12-02,98.4
2019-12-03,96.45
2019-12-04,94.71
2019-12-05,94.61
2019-12-06,97.43
2019-12-07,97.8
2019-12-08,96.78
2019-12-09,97.22
2019-12-10,97.98
2019-12-11,98.72
2019-12-12,99.18
2019-12-13,99.87
2019-12-14,99.41
2019-12-15,101.3
2019-12-16,100.65
2019-12-17,101.43
2019-12-18,101.58
2019-12-19,101.93
2019-12-20,100.65
2019-12-21,100.41
2019-12-22,100.65
2019-12-23,100.98
2019-12-24,101.72
2019-12-25,101.88
2019-12-26,100.17
2019-12-27,100.64
2019-12-28,101.07
2019-12-29,100.62
2019-12-30,101.04
2019-12-31,100.6
2020-01-01,99.74
2020-01-02,101.84
2020-01-03,102.4
2020-01-04,102.27
2020-01-05,102.11
2020-01-06,100.33
2020-01-07,101.45
2020-01-08,100.09
2020-01-09,101.06
2020-01-10,100.63
2020-01-11,100.7
2020-01-12,101.58
2020-01-13,104.46
2020-01-14,105.37
2020-01-15,108.91
2020-01-16,107.71
2020-01-17,108.88
2020-01-18,108.99
2020-01-19,107.81
2020-01-20,107.89
2020-01-21,104.89
2020-01-22,104.84
2020-01-23,103.77
2020-01-24,101.01
2020-01-25,100.96
2020-01-26,101.22
2020-01-27,97.05
2020-01-28,92.0
2020-01-29,90.81
2020-01-30,90.86
2020-01-31,91.37
2020-02-01,90.2
2020-02-02,89.27
2020-02-03,86.56
2020-02-04,90.3
2020-02-05,91.33
2020-02-06,92.73
2020-02-07,92.92
2020-02-08,93.29
2020-02-09,92.88
2020-02-10,95.16
2020-02-11,94.78
2020-02-12,94.48
2020-02-13,95.33
2020-02-14,95.34
2020-02-15,95.56
2020-02-16,95.43
2020-02-17,96.89
2020-02-18,95.39
2020-02-19,93.16
2020-02-20,89.46
2020-02-21,87.11
2020-02-22,86.59
2020-02-23,86.2
2020-02-24,82.63
2020-02-25,81.1
2020-02-26,77.83
2020-02-27,76.09
2020-02-28,72.71
2020-02-29,72.26
2020-03-01,72.09
2020-03-02,73.54
2020-03-03,75.52
2020-03-04,77.47
2020-03-05,79.69
2020-03-06,81.92
2020-03-07,82.71
2020-03-08,82.67
2020-03-09,80.36
2020-03-10,77.16
2020-03-11,74.67
2020-03-12,67.4
2020-03-13,61.28
2020-03-14,60.96
2020-03-15,60.52
2020-03-16,61.03
2020-03-17,59.62
2020-03-18,61.19
2020-03-19,62.33
2020-03-20,71.54
2020-03-21,71.38
2020-03-22,71.04
2020-03-23,68.69
2020-03-24,73.82
2020-03-25,75.29
2020-03-26,79.35
2020-03-27,77.7
2020-03-28,77.49
2020-03-29,79.77
2020-03-30,83.45
2020-03-31,81.13
2020-04-01,78.74
2020-04-02,77.01
2020-04-03,76.44
2020-04-04,76.58
2020-04-05,75.79
2020-04-06,77.22
2020-04-07,80.36
2020-04-08,80.88
2020-04-09,83.17
2020-04-10,84.29
2020-04-11,85.12
2020-04-12,84.83
2020-04-13,82.49
2020-04-14,81.06
2020-04-15,81.99
2020-04-16,80.87
2020-04-17,79.6
2020-04-18,79.55
2020-04-19,80.38
2020-04-20,81.52
2020-04-21,79.41
2020-04-22,79.69
2020-04-23,81.56
2020-04-24,81.21
2020-04-25,81.06
2020-04-26,81.76
2020-04-27,84.01
2020-04-28,86.38
2020-04-29,86.3
2020-04-30,86.07
2020-05-01,86.0
2020-05-02,85.67
2020-05-03,84.52
2020-05-04,82.02
2020-05-05,81.82
2020-05-06,83.81
2020-05-07,85.28
2020-05-08,90.09
2020-05-09,90.69
2020-05-10,92.67
2020-05-11,94.06
2020-05-12,93.74
2020-05-13,92.8
2020-05-14,92.64
2020-05-15,91.0
2020-05-16,91.14
2020-05-17,90.19
2020-05-18,91.14
2020-05-19,92.69
2020-05-20,93.49
2020-05-21,93.96
2020-05-22,92.68
2020-05-23,92.78
2020-05-24,92.98
2020-05-25,92.92
2020-05-26,93.68
2020-05-27,95.27
2020-05-28,94.04
2020-05-29,93.92
2020-05-30,93.96
2020-05-31,94.1
2020-06-01,95.59
2020-06-02,95.49
2020-06-03,96.51
2020-06-04,99.51
2020-06-05,103.01
2020-06-06,103.53
2020-06-07,103.36
2020-06-08,103.7
2020-06-09,103.81
2020-06-10,100.34
2020-06-11,98.08
2020-06-12,93.77
2020-06-13,93.3
2020-06-14,93.17
2020-06-15,90.43
2020-06-16,90.27
2020-06-17,92.37
2020-06-18,92.87
2020-06-19,95.63
2020-06-20,95.51
2020-06-21,95.27
2020-06-22,96.43
2020-06-23,96.82
2020-06-24,97.09
2020-06-25,95.57
2020-06-26,95.77
2020-06-27,95.6
2020-06-28,96.2
2020-06-29,94.57
2020-06-30,94.29
2020-07-01,93.2
2020-07-02,96.86
2020-07-03,98.48
2020-07-04,98.76
2020-07-05,99.02
2020-07-06,101.95
2020-07-07,102.74
2020-07-08,102.71
2020-07-09,101.84
2020-07-10,100.97
2020-07-11,101.12
2020-07-12,100.57
2020-07-13,100.85
2020-07-14,98.93
2020-07-15,99.44
2020-07-16,97.38
2020-07-17,96.8
2020-07-18,96.39
2020-07-19,97.17
2020-07-20,96.21
2020-07-21,97.43
2020-07-22,98.29
2020-07-23,98.93
2020-07-24,98.16
2020-07-25,98.05
2020-07-26,98.26
2020-07-27,98.18
2020-07-28,98.98
2020-07-29,98.79
2020-07-30,102.34
2020-07-31,106.61
2020-08-01,107.7
2020-08-02,108.68
2020-08-03,109.44
2020-08-04,109.72
2020-08-05,111.98
2020-08-06,110.72
2020-08-07,111.09
2020-08-08,110.67
2020-08-09,110.05
2020-08-10,110.29
2020-08-11,110.72
2020-08-12,108.75
2020-08-13,110.3
2020-08-14,108.53
2020-08-15,108.39
2020-08-16,108.27
2020-08-17,107.44
2020-08-18,104.18
2020-08-19,102.0
2020-08-20,95.19
2020-08-21,92.26
2020-08-22,91.83
2020-08-23,90.91
2020-08-24,91.45
2020-08-25,93.25
2020-08-26,94.91
2020-08-27,96.39
2020-08-28,97.08
2020-08-29,97.47
2020-08-30,97.84
2020-08-31,96.98
2020-09-01,96.31
2020-09-02,96.2
2020-09-03,99.17
2020-09-04,96.98
2020-09-05,96.36
2020-09-06,96.71
2020-09-07,96.77
2020-09-08,96.34
2020-09-09,93.0
2020-09-10,91.47
2020-09-11,91.35
2020-09-12,91.39
2020-09-13,91.51
2020-09-14,93.11
2020-09-15,93.4
2020-09-16,97.55
2020-09-17,97.5
2020-09-18,99.21
2020-09-19,99.38
2020-09-20,99.45
2020-09-21,98.05
2020-09-22,94.51
2020-09-23,93.28
2020-09-24,88.88
2020-09-25,87.73
2020-09-26,87.82
2020-09-27,87.87
2020-09-28,88.96
2020-09-29,91.88
2020-09-30,90.89
2020-10-01,96.66
2020-10-02,96.91
2020-10-03,97.01
2020-10-04,97.0
2020-10-05,96.89
2020-10-06,98.45
2020-10-07,98.36
2020-10-08,101.21
2020-10-09,102.11
2020-10-10,102.23
2020-10-11,103.07
2020-10-12,103.67
2020-10-13,102.95
2020-10-14,102.56
2020-10-15,98.13
2020-10-16,94.54
2020-10-17,94.3
2020-10-18,93.42
2020-10-19,93.09
2020-10-20,93.51
2020-10-21,94.33
2020-10-22,96.43
2020-10-23,102.92
2020-10-24,103.08
2020-10-25,104.13
2020-10-26,104.9
2020-10-27,105.63
2020-10-28,106.85
2020-10-29,107.96
2020-10-30,109.24
2020-10-31,109.22
2020-11-01,109.85
2020-11-02,111.18
2020-11-03,112.03
2020-11-04,114.67
2020-11-05,116.96
2020-11-06,115.78
2020-11-07,116.24
2020-11-08,115.49
2020-11-09,116.24
2020-11-10,117.53
2020-11-11,114.12
2020-11-12,111.96
2020-11-13,111.58
2020-11-14,111.61
2020-11-15,112.28
2020-11-16,112.33
2020-11-17,110.64
2020-11-18,111.67
2020-11-19,108.59
2020-11-20,106.91
2020-11-21,106.45
2020-11-22,105.22
2020-11-23,105.0
2020-11-24,105.77
2020-11-25,107.05
2020-11-26,109.49
2020-11-27,109.88
2020-11-28,110.47
2020-11-29,110.38
2020-11-30,107.02
2020-12-01,107.42
2020-12-02,107.81
2020-12-03,108.52
2020-12-04,111.01
2020-12-05,110.62
2020-12-06,111.36
2020-12-07,113.37
2020-12-08,112.1
2020-12-09,109.74
2020-12-10,106.65
2020-12-11,105.04
2020-12-12,105.14
2020-12-13,104.96
2020-12-14,103.22
2020-12-15,102.2
2020-12-16,102.72
2020-12-17,102.9
2020-12-18,101.47
2020-12-19,101.26
2020-12-20,101.3
2020-12-21,102.06
2020-12-22,100.82
2020-12-23,101.3
2020-12-24,102.09
2020-12-25,101.92
2020-12-26,101.93
2020-12-27,101.63
2020-12-28,102.35
2020-12-29,104.78
2020-12-30,104.36
2020-12-31,105.12
2021-01-01,107.53
2021-01-02,107.99
2021-01-03,109.23
2021-01-04,111.48
2021-01-05,114.35
2021-01-06,116.66
2021-01-07,119.26
2021-01-08,122.74
2021-01-09,123.13
2021-01-10,122.3
2021-01-11,120.61
2021-01-12,117.12
2021-01-13,113.26
2021-01-14,109.65
2021-01-15,101.14
2021-01-16,99.88
2021-01-17,99.54
2021-01-18,97.03
2021-01-19,97.58
2021-01-20,100.08
2021-01-21,102.57
2021-01-22,104.61
2021-01-23,104.82
2021-01-24,105.53
2021-01-25,109.64
2021-01-26,109.65
2021-01-27,111.24
2021-01-28,110.19
2021-01-29,110.64
2021-01-30,110.68
2021-01-31,109.6
2021-02-01,109.3
2021-02-02,109.35
2021-02-03,107.71
2021-02-04,106.82
2021-02-05,108.51
2021-02-06,108.52
2021-02-07,108.89
2021-02-08,107.58
2021-02-09,109.68
2021-02-10,107.55
2021-02-11,107.05
2021-02-12,104.44
2021-02-13,104.96
2021-02-14,105.22
2021-02-15,107.8
2021-02-16,105.73
2021-02-17,106.81
2021-02-18,108.02
2021-02-19,107.22
2021-02-20,106.77
2021-02-21,106.28
2021-02-22,103.22
2021-02-23,100.97
2021-02-24,100.36
2021-02-25,100.61
2021-02-26,98.52
2021-02-27,98.13
2021-02-28,98.04
2021-03-01,98.44
2021-03-02,101.21
2021-03-03,102.41
2021-03-04,100.34
2021-03-05,101.05
2021-03-06,101.27
2021-03-07,100.92
2021-03-08,99.61
2021-03-09,97.89
2021-03-10,98.16
2021-03-11,101.13
2021-03-12,106.02
2021-03-13,106.42
2021-03-14,107.32
2021-03-15,108.34
2021-03-16,109.75
2021-03-17,108.3
2021-03-18,107.89
2021-03-19,104.34
2021-03-20,103.99
2021-03-21,103.55
2021-03-22,103.3
2021-03-23,103.19
2021-03-24,103.92
2021-03-25,101.33
2021-03-26,104.42
2021-03-27,104.77
2021-03-28,104.88
2021-03-29,105.02
2021-03-30,104.1
2021-03-31,105.62
2021-04-01,109.11
2021-04-02,109.37
2021-04-03,109.41
2021-04-04,110.45
2021-04-05,110.13
2021-04-06,111.71
2021-04-07,114.47
2021-04-08,113.62
2021-04-09,111.52
2021-04-10,111.57
2021-04-11,111.39
2021-04-12,114.19
2021-04-13,114.06
2021-04-14,111.89
2021-04-15,111.41
2021-04-16,112.97
2021-04-17,113.14
2021-04-18,112.74
2021-04-19,110.88
2021-04-20,109.64
2021-04-21,108.16
2021-04-22,109.54
2021-04-23,110.27
2021-04-24,110.11
2021-04-25,109.82
2021-04-26,111.88
2021-04-27,115.83
2021-04-28,118.28
2021-04-29,119.6
2021-04-30,121.08
2021-05-01,122.41
2021-05-02,122.68
2021-05-03,120.07
2021-05-04,117.05
2021-05-05,113.72
2021-05-06,111.2
2021-05-07,110.7
2021-05-08,109.3
2021-05-09,108.35
2021-05-10,110.55
2021-05-11,111.73
2021-05-12,113.35
2021-05-13,112.77
2021-05-14,112.73
2021-05-15,112.52
2021-05-16,113.61
2021-05-17,113.07
2021-05-18,111.64
2021-05-19,110.64
2021-05-20,110.51
2021-05-21,107.98
2021-05-22,108.13
2021-05-23,108.16
2021-05-24,105.61
2021-05-25,106.38
2021-05-26,107.0
2021-05-27,107.0
2021-05-28,106.41
2021-05-29,106.09
2021-05-30,105.2
2021-05-31,107.08
2021-06-01,108.35
2021-06-02,108.11
2021-06-03,108.73
2021-06-04,107.03
2021-06-05,107.58
2021-06-06,107.85
2021-06-07,106.98
2021-06-08,106.12
2021-06-09,107.27
2021-06-10,105.61
2021-06-11,107.83
2021-06-12,107.52
2021-06-13,107.67
2021-06-14,107.93
2021-06-15,107.07
2021-06-16,106.29
