date,value
2021-06-17,106.97
2021-06-18,106.48
2021-06-19,106.53
2021-06-20,106.79
2021-06-21,105.54
2021-06-22,104.24
2021-06-23,105.19
2021-06-24,105.79
2021-06-25,106.9
2021-06-26,107.15
2021-06-27,107.36
2021-06-28,109.22
2021-06-29,110.0
2021-06-30,110.39
2021-07-01,112.16
2021-07-02,111.37
2021-07-03,111.35
2021-07-04,111.06
2021-07-05,110.53
2021-07-06,111.78
2021-07-07,112.33
2021-07-08,109.45
2021-07-09,106.28
2021-07-10,105.96
2021-07-11,105.19
2021-07-12,104.65
2021-07-13,102.98
2021-07-14,100.94
2021-07-15,101.27
2021-07-16,102.58
2021-07-17,102.37
2021-07-18,102.76
2021-07-19,101.72
2021-07-20,100.41
2021-07-21,101.04
2021-07-22,105.95
2021-07-23,110.24
2021-07-24,110.69
2021-07-25,110.99
2021-07-26,112.75
2021-07-27,119.37
2021-07-28,120.28
2021-07-29,120.36
2021-07-30,118.54
2021-07-31,118.23
2021-08-01,119.54
2021-08-02,119.41
2021-08-03,114.76
2021-08-04,115.11
2021-08-05,111.76
2021-08-06,114.23
2021-08-07,114.7
2021-08-08,113.11
2021-08-09,114.77
2021-08-10,114.76
2021-08-11,112.84
2021-08-12,111.7
2021-08-13,107.24
2021-08-14,106.79
2021-08-15,106.26
2021-08-16,103.01
2021-08-17,104.27
2021-08-18,103.23
2021-08-19,101.8
2021-08-20,99.14
2021-08-21,98.74
2021-08-22,97.88
2021-08-23,97.33
2021-08-24,95.65
2021-08-25,96.54
2021-08-26,95.9
2021-08-27,96.87
2021-08-28,97.43
2021-08-29,98.89
2021-08-30,100.24
2021-08-31,99.24
2021-09-01,99.31
2021-09-02,100.73
2021-09-03,102.87
2021-09-04,102.48
2021-09-05,102.33
2021-09-06,101.07
2021-09-07,101.59
2021-09-08,99.87
2021-09-09,97.42
2021-09-10,95.7
2021-09-11,95.64
2021-09-12,94.94
2021-09-13,93.83
2021-09-14,94.29
2021-09-15,95.57
2021-09-16,97.78
2021-09-17,97.99
2021-09-18,98.05
2021-09-19,98.74
2021-09-20,100.25
2021-09-21,97.44
2021-09-22,95.37
2021-09-23,93.36
2021-09-24,91.36
2021-09-25,90.91
2021-09-26,91.21
2021-09-27,92.35
2021-09-28,94.3
2021-09-29,92.32
2021-09-30,91.43
2021-10-01,92.22
2021-10-02,92.43
2021-10-03,91.65
2021-10-04,89.89
2021-10-05,86.06
2021-10-06,86.61
2021-10-07,88.53
2021-10-08,90.69
2021-10-09,90.76
2021-10-10,90.37
2021-10-11,90.36
2021-10-12,91.49
2021-10-13,93.58
2021-10-14,92.71
2021-10-15,91.71
2021-10-16,91.95
2021-10-17,92.78
2021-10-18,93.92
2021-10-19,97.92
2021-10-20,98.64
2021-10-21,101.78
2021-10-22,103.55
2021-10-23,103.29
2021-10-24,103.82
2021-10-25,106.23
2021-10-26,107.68
2021-10-27,109.32
2021-10-28,111.68
2021-10-29,112.33
2021-10-30,112.76
2021-10-31,112.6
2021-11-01,112.89
2021-11-02,112.68
2021-11-03,112.03
2021-11-04,108.38
2021-11-05,107.79
2021-11-06,107.86
2021-11-07,106.83
2021-11-08,104.94
2021-11-09,103.58
2021-11-10,103.05
2021-11-11,103.41
2021-11-12,104.91
2021-11-13,104.54
2021-11-14,104.78
2021-11-15,107.96
2021-11-16,108.13
2021-11-17,109.58
2021-11-18,109.06
2021-11-19,107.12
2021-11-20,107.28
2021-11-21,108.77
2021-11-22,107.49
2021-11-23,106.16
2021-11-24,105.06
2021-11-25,103.6
2021-11-26,101.96
2021-11-27,101.85
2021-11-28,101.55
2021-11-29,98.14
2021-11-30,97.32
2021-12-01,97.88
2021-12-02,98.3
2021-12-03,99.71
2021-12-04,99.5
2021-12-05,99.41
2021-12-06,101.03
2021-12-07,103.87
2021-12-08,104.34
2021-12-09,106.83
2021-12-10,105.61
2021-12-11,106.24
2021-12-12,106.4
2021-12-13,107.47
2021-12-14,104.36
2021-12-15,102.27
2021-12-16,101.37
2021-12-17,101.83
2021-12-18,101.29
2021-12-19,101.02
2021-12-20,98.1
2021-12-21,100.2
2021-12-22,101.47
2021-12-23,100.68
2021-12-24,102.41
2021-12-25,102.53
2021-12-26,102.24
2021-12-27,103.96
2021-12-28,102.5
2021-12-29,100.7
2021-12-30,101.58
2021-12-31,99.65
2022-01-01,100.74
2022-01-02,102.25
2022-01-03,103.25
2022-01-04,105.83
2022-01-05,106.81
2022-01-06,104.13
2022-01-07,106.41
2022-01-08,105.79
2022-01-09,104.77
2022-01-10,101.6
2022-01-11,98.84
2022-01-12,100.4
2022-01-13,102.6
2022-01-14,97.26
2022-01-15,96.44
2022-01-16,95.3
2022-01-17,95.05
2022-01-18,94.5
2022-01-19,90.67
2022-01-20,90.38
2022-01-21,90.9
2022-01-22,90.76
2022-01-23,91.14
2022-01-24,89.98
2022-01-25,89.79
2022-01-26,93.78
2022-01-27,95.95
2022-01-28,100.98
2022-01-29,101.77
2022-01-30,102.6
2022-01-31,106.34
2022-02-01,109.65
2022-02-02,107.66
2022-02-03,106.43
2022-02-04,101.97
2022-02-05,102.19
2022-02-06,102.24
2022-02-07,104.46
2022-02-08,106.41
2022-02-09,109.36
2022-02-10,112.67
2022-02-11,113.99
2022-02-12,113.45
2022-02-13,112.99
2022-02-14,110.09
2022-02-15,106.99
2022-02-16,106.91
2022-02-17,103.16
2022-02-18,101.39
2022-02-19,101.45
2022-02-20,102.28
2022-02-21,103.96
2022-02-22,103.47
2022-02-23,99.08
2022-02-24,95.55
2022-02-25,96.34
2022-02-26,96.42
2022-02-27,95.21
2022-02-28,94.91
2022-03-01,94.81
2022-03-02,94.56
2022-03-03,97.62
2022-03-04,95.17
2022-03-05,94.6
2022-03-06,94.35
2022-03-07,91.46
2022-03-08,88.55
2022-03-09,86.86
2022-03-10,87.31
2022-03-11,89.38
2022-03-12,89.9
2022-03-13,90.12
2022-03-14,92.45
2022-03-15,94.37
2022-03-16,98.68
2022-03-17,99.25
2022-03-18,101.12
2022-03-19,101.7
2022-03-20,102.16
2022-03-21,104.25
2022-03-22,106.82
2022-03-23,106.2
2022-03-24,104.63
2022-03-25,105.23
2022-03-26,105.12
2022-03-27,104.32
2022-03-28,102.26
2022-03-29,101.44
2022-03-30,100.76
2022-03-31,100.26
2022-04-01,98.37
2022-04-02,98.4
2022-04-03,99.08
2022-04-04,101.48
2022-04-05,101.5
2022-04-06,99.99
2022-04-07,100.72
2022-04-08,102.24
2022-04-09,101.61
2022-04-10,101.86
2022-04-11,98.25
2022-04-12,96.26
2022-04-13,97.04
2022-04-14,96.64
2022-04-15,93.56
2022-04-16,93.8
2022-04-17,93.53
2022-04-18,94.43
2022-04-19,95.9
2022-04-20,95.19
2022-04-21,94.49
2022-04-22,96.07
2022-04-23,95.51
2022-04-24,94.93
2022-04-25,95.11
2022-04-26,96.76
2022-04-27,97.89
2022-04-28,101.61
2022-04-29,102.7
2022-04-30,102.57
2022-05-01,103.57
2022-05-02,103.23
2022-05-03,103.2
2022-05-04,102.34
2022-05-05,98.64
2022-05-06,92.44
2022-05-07,92.72
2022-05-08,90.18
2022-05-09,88.74
2022-05-10,85.26
2022-05-11,85.75
2022-05-12,84.45
2022-05-13,88.84
2022-05-14,89.43
2022-05-15,90.25
2022-05-16,94.08
2022-05-17,97.12
2022-05-18,97.12
2022-05-19,95.74
2022-05-20,95.46
2022-05-21,95.7
2022-05-22,96.66
2022-05-23,94.98
2022-05-24,94.42
2022-05-25,93.26
2022-05-26,95.96
2022-05-27,97.76
2022-05-28,97.58
2022-05-29,97.31
2022-05-30,98.11
2022-05-31,97.13
2022-06-01,96.5
2022-06-02,96.22
2022-06-03,95.32
2022-06-04,94.51
2022-06-05,94.08
2022-06-06,90.98
2022-06-07,90.56
2022-06-08,90.85
2022-06-09,89.08
2022-06-10,84.15
2022-06-11,83.2
2022-06-12,81.83
2022-06-13,76.9
2022-06-14,71.92
2022-06-15,70.09
2022-06-16,71.9
2022-06-17,70.07
2022-06-18,70.76
2022-06-19,70.8
2022-06-20,73.94
2022-06-21,78.09
2022-06-22,78.51
2022-06-23,74.88
2022-06-24,79.71
2022-06-25,80.59
2022-06-26,81.67
2022-06-27,83.89
2022-06-28,84.39
2022-06-29,83.1
2022-06-30,84.67
2022-07-01,81.42
2022-07-02,80.03
2022-07-03,78.66
2022-07-04,76.58
2022-07-05,76.21
2022-07-06,77.46
2022-07-07,78.89
2022-07-08,83.02
2022-07-09,84.24
2022-07-10,85.81
2022-07-11,87.32
2022-07-12,85.9
2022-07-13,85.81
2022-07-14,84.58
2022-07-15,83.06
2022-07-16,83.23
2022-07-17,82.71
2022-07-18,84.27
2022-07-19,85.2
2022-07-20,87.92
2022-07-21,91.71
2022-07-22,94.95
2022-07-23,94.57
2022-07-24,95.91
2022-07-25,96.38
2022-07-26,97.51
2022-07-27,97.73
2022-07-28,98.03
2022-07-29,98.7
2022-07-30,99.39
2022-07-31,99.99
2022-08-01,101.62
2022-08-02,102.0
2022-08-03,102.84
2022-08-04,103.44
2022-08-05,102.77
2022-08-06,102.7
2022-08-07,101.96
2022-08-08,101.5
2022-08-09,102.66
2022-08-10,102.12
2022-08-11,102.51
2022-08-12,103.13
2022-08-13,103.16
2022-08-14,104.67
2022-08-15,103.65
2022-08-16,106.16
2022-08-17,107.39
2022-08-18,102.71
2022-08-19,98.76
2022-08-20,97.68
2022-08-21,96.51
2022-08-22,93.62
2022-08-23,88.44
2022-08-24,85.91
2022-08-25,87.0
2022-08-26,89.5
2022-08-27,89.63
2022-08-28,90.44
2022-08-29,90.24
2022-08-30,92.06
2022-08-31,90.91
2022-09-01,88.91
2022-09-02,87.37
2022-09-03,87.79
2022-09-04,86.69
2022-09-05,88.64
2022-09-06,88.19
2022-09-07,88.5
2022-09-08,90.19
2022-09-09,89.4
2022-09-10,89.95
2022-09-11,90.03
2022-09-12,89.57
2022-09-13,90.55
2022-09-14,88.15
2022-09-15,87.6
2022-09-16,86.89
2022-09-17,85.03
2022-09-18,85.45
2022-09-19,84.19
2022-09-20,83.45
2022-09-21,84.52
2022-09-22,82.12
2022-09-23,81.0
2022-09-24,81.5
2022-09-25,80.54
2022-09-26,79.38
2022-09-27,77.22
2022-09-28,76.13
2022-09-29,78.03
2022-09-30,77.17
2022-10-01,76.82
2022-10-02,75.4
2022-10-03,75.96
2022-10-04,79.13
2022-10-05,81.81
2022-10-06,82.22
2022-10-07,82.38
2022-10-08,82.56
2022-10-09,84.02
2022-10-10,82.75
2022-10-11,77.37
2022-10-12,75.62
2022-10-13,73.73
2022-10-14,77.74
2022-10-15,77.86
2022-10-16,77.13
2022-10-17,78.35
2022-10-18,82.6
2022-10-19,84.87
2022-10-20,84.34
2022-10-21,80.87
2022-10-22,81.16
2022-10-23,80.94
2022-10-24,83.33
2022-10-25,82.91
2022-10-26,82.4
2022-10-27,85.23
2022-10-28,87.76
2022-10-29,88.5
2022-10-30,90.14
2022-10-31,90.17
2022-11-01,89.41
2022-11-02,89.37
2022-11-03,87.41
2022-11-04,87.32
2022-11-05,87.17
2022-11-06,87.06
2022-11-07,88.09
2022-11-08,88.94
2022-11-09,90.5
2022-11-10,92.62
2022-11-11,96.03
2022-11-12,95.8
2022-11-13,97.1
2022-11-14,98.29
2022-11-15,99.23
2022-11-16,98.31
2022-11-17,96.94
2022-11-18,92.67
2022-11-19,92.89
2022-11-20,92.13
2022-11-21,88.45
2022-11-22,85.8
2022-11-23,85.52
2022-11-24,85.44
2022-11-25,83.39
2022-11-26,82.79
2022-11-27,82.03
2022-11-28,81.41
2022-11-29,81.31
2022-11-30,78.27
2022-12-01,77.99
2022-12-02,79.15
2022-12-03,79.67
2022-12-04,80.42
2022-12-05,82.4
2022-12-06,82.48
2022-12-07,82.2
2022-12-08,81.45
2022-12-09,83.53
2022-12-10,83.67
2022-12-11,82.64
2022-12-12,81.69
2022-12-13,83.75
2022-12-14,87.34
2022-12-15,87.07
2022-12-16,83.56
2022-12-17,82.68
2022-12-18,82.77
2022-12-19,81.6
2022-12-20,79.06
2022-12-21,77.63
2022-12-22,79.1
2022-12-23,79.39
2022-12-24,80.13
2022-12-25,79.69
2022-12-26,80.51
2022-12-27,82.72
2022-12-28,80.29
2022-12-29,78.32
2022-12-30,80.02
2022-12-31,79.3
2023-01-01,80.09
2023-01-02,80.34
2023-01-03,80.39
2023-01-04,82.62
2023-01-05,86.25
2023-01-06,85.3
2023-01-07,85.96
2023-01-08,86.25
2023-01-09,88.01
2023-01-10,87.9
2023-01-11,89.87
2023-01-12,91.13
2023-01-13,93.81
2023-01-14,94.17
2023-01-15,95.21
2023-01-16,95.98
2023-01-17,96.06
2023-01-18,95.7
2023-01-19,93.13
2023-01-20,92.8
2023-01-21,92.56
2023-01-22,93.12
2023-01-23,92.08
2023-01-24,92.04
2023-01-25,92.2
2023-01-26,93.6
2023-01-27,96.79
2023-01-28,97.81
2023-01-29,97.8
2023-01-30,99.62
2023-01-31,99.54
2023-02-01,99.13
2023-02-02,100.83
2023-02-03,99.95
2023-02-04,99.38
2023-02-05,99.45
2023-02-06,98.4
2023-02-07,101.21
2023-02-08,105.39
2023-02-09,105.46
2023-02-10,104.68
2023-02-11,104.67
2023-02-12,104.35
2023-02-13,103.59
2023-02-14,103.43
2023-02-15,100.39
2023-02-16,100.91
2023-02-17,99.37
2023-02-18,98.85
2023-02-19,99.11
2023-02-20,99.3
2023-02-21,97.5
2023-02-22,95.82
2023-02-23,93.04
2023-02-24,94.42
2023-02-25,94.44
2023-02-26,93.69
2023-02-27,92.78
2023-02-28,92.81
2023-03-01,92.2
2023-03-02,92.93
2023-03-03,93.69
2023-03-04,94.23
2023-03-05,93.64
2023-03-06,95.18
2023-03-07,95.12
2023-03-08,95.54
2023-03-09,96.05
2023-03-10,92.05
2023-03-11,90.62
2023-03-12,90.01
2023-03-13,86.25
2023-03-14,83.8
2023-03-15,85.15
2023-03-16,83.15
2023-03-17,86.92
2023-03-18,87.04
2023-03-19,88.24
2023-03-20,90.06
2023-03-21,91.48
2023-03-22,92.93
2023-03-23,93.55
2023-03-24,92.38
2023-03-25,93.44
2023-03-26,93.71
2023-03-27,94.0
2023-03-28,95.37
2023-03-29,94.02
2023-03-30,96.14
2023-03-31,97.32
2023-04-01,97.22
2023-04-02,96.99
2023-04-03,98.38
2023-04-04,97.65
2023-04-05,96.88
2023-04-06,94.93
2023-04-07,93.32
2023-04-08,93.35
2023-04-09,93.56
2023-04-10,93.78
2023-04-11,94.21
2023-04-12,95.05
2023-04-13,95.09
2023-04-14,96.77
2023-04-15,96.89
2023-04-16,97.53
2023-04-17,97.35
2023-04-18,98.12
2023-04-19,98.54
2023-04-20,98.65
2023-04-21,95.44
2023-04-22,95.91
2023-04-23,95.23
2023-04-24,95.39
2023-04-25,93.88
2023-04-26,93.33
2023-04-27,95.45
2023-04-28,98.84
2023-04-29,98.29
2023-04-30,97.29
2023-05-01,94.22
2023-05-02,95.48
2023-05-03,94.75
2023-05-04,92.58
2023-05-05,89.48
2023-05-06,90.44
2023-05-07,92.07
2023-05-08,95.77
2023-05-09,95.82
2023-05-10,96.98
2023-05-11,96.91
2023-05-12,97.6
2023-05-13,96.45
2023-05-14,95.74
2023-05-15,94.67
2023-05-16,95.88
2023-05-17,94.97
2023-05-18,97.63
2023-05-19,100.14
2023-05-20,100.69
2023-05-21,101.98
2023-05-22,100.38
2023-05-23,99.53
2023-05-24,100.01
2023-05-25,97.26
2023-05-26,97.92
2023-05-27,98.49
2023-05-28,98.43
2023-05-29,98.68
2023-05-30,98.65
2023-05-31,98.56
2023-06-01,98.8
2023-06-02,99.04
2023-06-03,99.2
2023-06-04,99.07
2023-06-05,100.91
2023-06-06,99.59
2023-06-07,101.36
2023-06-08,102.52
2023-06-09,100.78
2023-06-10,100.85
2023-06-11,100.96
2023-06-12,100.53
2023-06-13,102.91
2023-06-14,101.53
2023-06-15,101.3
2023-06-16,101.61
2023-06-17,101.18
2023-06-18,101.19
2023-06-19,101.44
2023-06-20,99.25
2023-06-21,97.47
2023-06-22,96.58
2023-06-23,95.02
2023-06-24,93.92
2023-06-25,94.22
2023-06-26,92.38
2023-06-27,91.59
2023-06-28,93.78
2023-06-29,93.67
2023-06-30,95.88
2023-07-01,97.64
2023-07-02,96.83
2023-07-03,99.8
2023-07-04,102.58
2023-07-05,101.98
2023-07-06,100.85
2023-07-07,98.62
2023-07-08,97.57
2023-07-09,98.19
2023-07-10,97.64
2023-07-11,96.88
2023-07-12,96.73
2023-07-13,98.51
2023-07-14,100.83
2023-07-15,101.3
2023-07-16,101.91
2023-07-17,100.67
2023-07-18,100.9
2023-07-19,101.51
2023-07-20,101.06
2023-07-21,97.25
2023-07-22,96.49
2023-07-23,95.36
2023-07-24,97.44
2023-07-25,98.56
2023-07-26,101.89
2023-07-27,104.69
2023-07-28,109.67
2023-07-29,110.31
2023-07-30,110.67
2023-07-31,110.56
2023-08-01,109.92
2023-08-02,106.27
2023-08-03,104.36
2023-08-04,101.2
2023-08-05,100.6
2023-08-06,100.38
2023-08-07,99.5
2023-08-08,98.78
2023-08-09,99.17
2023-08-10,98.84
2023-08-11,100.37
2023-08-12,100.03
2023-08-13,99.41
2023-08-14,101.94
2023-08-15,100.46
2023-08-16,99.39
2023-08-17,97.88
2023-08-18,94.34
2023-08-19,94.2
2023-08-20,94.29
2023-08-21,89.02
2023-08-22,88.91
2023-08-23,86.81
2023-08-24,88.05
2023-08-25,87.52
2023-08-26,88.19
2023-08-27,87.7
2023-08-28,89.65
2023-08-29,90.54
2023-08-30,93.7
2023-08-31,92.4
2023-09-01,95.44
2023-09-02,95.76
2023-09-03,96.01
2023-09-04,97.71
2023-09-05,98.34
2023-09-06,96.52
2023-09-07,95.52
2023-09-08,93.35
2023-09-09,92.55
2023-09-10,91.92
2023-09-11,88.57
2023-09-12,87.28
2023-09-13,86.36
2023-09-14,88.23
2023-09-15,90.59
2023-09-16,90.4
2023-09-17,91.55
2023-09-18,91.52
2023-09-19,92.07
2023-09-20,92.71
2023-09-21,91.25
2023-09-22,88.76
2023-09-23,88.97
2023-09-24,87.87
2023-09-25,88.56
2023-09-26,86.18
2023-09-27,86.51
2023-09-28,86.71
2023-09-29,87.11
2023-09-30,87.07
2023-10-01,88.77
2023-10-02,88.85
2023-10-03,90.18
2023-10-04,88.97
2023-10-05,89.93
2023-10-06,89.37
2023-10-07,89.87
2023-10-08,88.06
2023-10-09,86.84
2023-10-10,88.19
2023-10-11,92.38
2023-10-12,93.82
2023-10-13,94.97
2023-10-14,95.18
2023-10-15,95.82
2023-10-16,95.95
2023-10-17,96.45
2023-10-18,94.11
2023-10-19,90.15
2023-10-20,86.71
2023-10-21,85.57
2023-10-22,84.87
2023-10-23,84.82
2023-10-24,84.72
2023-10-25,85.2
2023-10-26,87.73
2023-10-27,92.95
2023-10-28,93.42
2023-10-29,93.74
2023-10-30,94.67
2023-10-31,94.45
2023-11-01,95.12
2023-11-02,96.83
2023-11-03,98.38
2023-11-04,98.46
2023-11-05,98.95
2023-11-06,101.57
2023-11-07,100.93
2023-11-08,101.15
2023-11-09,100.84
2023-11-10,96.22
2023-11-11,96.47
2023-11-12,96.37
2023-11-13,95.15
2023-11-14,98.06
2023-11-15,99.57
2023-11-16,98.88
2023-11-17,99.85
2023-11-18,99.96
2023-11-19,100.12
2023-11-20,100.45
2023-11-21,100.56
2023-11-22,97.51
2023-11-23,98.82
2023-11-24,100.46
2023-11-25,100.49
2023-11-26,99.93
2023-11-27,99.52
2023-11-28,97.46
2023-11-29,98.53
2023-11-30,96.32
2023-12-01,97.25
2023-12-02,97.7
2023-12-03,98.95
2023-12-04,98.81
2023-12-05,99.09
2023-12-06,99.31
2023-12-07,99.53
2023-12-08,100.1
2023-12-09,100.25
2023-12-10,100.02
2023-12-11,99.66
2023-12-12,100.1
2023-12-13,99.23
2023-12-14,102.07
2023-12-15,101.76
2023-12-16,101.56
2023-12-17,100.86
2023-12-18,100.37
2023-12-19,99.78
2023-12-20,100.86
2023-12-21,98.99
2023-12-22,97.92
2023-12-23,97.74
2023-12-24,97.96
2023-12-25,98.45
2023-12-26,98.73
2023-12-27,98.87
2023-12-28,97.36
2023-12-29,95.85
2023-12-30,96.14
2023-12-31,96.96
2024-01-01,98.28
2024-01-02,98.69
2024-01-03,96.82
2024-01-04,97.77
2024-01-05,98.82
2024-01-06,98.51
2024-01-07,97.91
2024-01-08,97.19
2024-01-09,96.71
2024-01-10,97.65
2024-01-11,98.31
2024-01-12,98.06
2024-01-13,97.54
2024-01-14,96.9
2024-01-15,95.66
2024-01-16,94.53
2024-01-17,92.89
2024-01-18,92.28
2024-01-19,94.35
2024-01-20,95.32
2024-01-21,95.66
2024-01-22,96.22
2024-01-23,97.26
2024-01-24,99.68
2024-01-25,101.78
2024-01-26,101.5
2024-01-27,100.69
2024-01-28,99.86
2024-01-29,99.3
2024-01-30,99.85
2024-01-31,98.49
2024-02-01,97.33
2024-02-02,98.43
2024-02-03,99.43
2024-02-04,99.89
2024-02-05,101.2
2024-02-06,100.47
2024-02-07,103.46
2024-02-08,105.91
2024-02-09,104.22
2024-02-10,104.0
2024-02-11,105.31
2024-02-12,104.12
2024-02-13,106.28
2024-02-14,104.28
2024-02-15,102.86
2024-02-16,105.76
2024-02-17,105.56
2024-02-18,104.54
2024-02-19,106.46
2024-02-20,105.02
2024-02-21,104.19
2024-02-22,105.14
2024-02-23,105.9
2024-02-24,106.22
2024-02-25,107.22
2024-02-26,106.99
2024-02-27,106.6
2024-02-28,109.18
2024-02-29,107.91
2024-03-01,105.73
2024-03-02,106.51
2024-03-03,106.03
2024-03-04,106.42
2024-03-05,107.06
2024-03-06,103.98
2024-03-07,103.51
2024-03-08,103.64
2024-03-09,102.37
2024-03-10,102.07
2024-03-11,99.95
2024-03-12,99.52
2024-03-13,101.18
2024-03-14,100.61
2024-03-15,96.96
2024-03-16,96.75
2024-03-17,96.63
2024-03-18,97.98
2024-03-19,97.84
2024-03-20,97.59
2024-03-21,100.67
2024-03-22,102.51
2024-03-23,102.94
2024-03-24,103.99
2024-03-25,103.56
2024-03-26,104.33
2024-03-27,104.9
2024-03-28,102.34
2024-03-29,104.43
2024-03-30,104.56
2024-03-31,105.21
2024-04-01,108.7
2024-04-02,109.37
2024-04-03,107.75
2024-04-04,108.72
2024-04-05,108.47
2024-04-06,108.8
2024-04-07,107.65
2024-04-08,104.33
2024-04-09,103.21
2024-04-10,103.47
2024-04-11,101.07
2024-04-12,99.0
2024-04-13,97.38
2024-04-14,96.51
2024-04-15,94.96
2024-04-16,91.83
2024-04-17,91.5
2024-04-18,92.08
2024-04-19,89.68
2024-04-20,89.58
2024-04-21,89.08
2024-04-22,89.53
2024-04-23,92.03
2024-04-24,94.4
2024-04-25,97.3
2024-04-26,102.0
2024-04-27,103.29
2024-04-28,104.08
2024-04-29,107.04
2024-04-30,109.4
2024-05-01,109.4
2024-05-02,107.22
2024-05-03,106.77
2024-05-04,106.78
2024-05-05,107.62
2024-05-06,104.25
2024-05-07,104.6
2024-05-08,105.3
2024-05-09,106.65
2024-05-10,106.85
2024-05-11,106.37
2024-05-12,105.52
2024-05-13,106.98
2024-05-14,106.66
2024-05-15,105.61
2024-05-16,107.22
2024-05-17,106.91
2024-05-18,107.72
2024-05-19,109.55
2024-05-20,109.58
2024-05-21,107.99
2024-05-22,108.32
2024-05-23,106.13
2024-05-24,104.36
2024-05-25,103.83
2024-05-26,101.65
2024-05-27,101.96
2024-05-28,101.97
2024-05-29,101.14
2024-05-30,99.18
2024-05-31,99.25
2024-06-01,100.6
2024-06-02,101.93
2024-06-03,102.66
2024-06-04,102.32
2024-06-05,102.8
2024-06-06,104.01
2024-06-07,104.8
2024-06-08,103.26
2024-06-09,102.94
2024-06-10,101.41
2024-06-11,101.41
2024-06-12,100.41
2024-06-13,100.98
2024-06-14,102.28
2024-06-15,102.4
2024-06-16,102.88
2024-06-17,103.21
2024-06-18,105.18
2024-06-19,107.38
2024-06-20,107.62
2024-06-21,105.26
2024-06-22,105.26
2024-06-23,103.77
2024-06-24,102.84
2024-06-25,99.68
2024-06-26,97.16
2024-06-27,96.34
2024-06-28,95.09
2024-06-29,95.16
2024-06-30,95.94
2024-07-01,97.56
2024-07-02,98.37
2024-07-03,99.8
2024-07-04,101.24
2024-07-05,107.57
2024-07-06,108.31
2024-07-07,109.55
2024-07-08,108.59
2024-07-09,109.81
2024-07-10,108.0
2024-07-11,106.95
2024-07-12,99.59
2024-07-13,98.85
2024-07-14,97.74
2024-07-15,97.23
2024-07-16,96.39
2024-07-17,97.87
2024-07-18,97.22
2024-07-19,98.21
2024-07-20,97.03
2024-07-21,96.86
2024-07-22,95.85
2024-07-23,95.58
2024-07-24,94.32
2024-07-25,93.96
2024-07-26,97.15
2024-07-27,98.12
2024-07-28,97.87
2024-07-29,99.06
2024-07-30,98.26
2024-07-31,100.45
2024-08-01,102.05
2024-08-02,94.72
2024-08-03,92.92
2024-08-04,92.6
2024-08-05,84.82
2024-08-06,83.71
2024-08-07,83.7
2024-08-08,81.67
2024-08-09,90.72
2024-08-10,92.51
2024-08-11,91.56
2024-08-12,100.14
2024-08-13,103.76
2024-08-14,105.97
2024-08-15,107.14
2024-08-16,107.48
2024-08-17,108.02
2024-08-18,109.7
2024-08-19,108.75
2024-08-20,106.11
2024-08-21,101.89
2024-08-22,100.06
2024-08-23,94.87
2024-08-24,94.68
2024-08-25,94.47
2024-08-26,94.91
2024-08-27,94.31
2024-08-28,94.39
2024-08-29,95.96
2024-08-30,95.76
2024-08-31,95.57
2024-09-01,97.3
2024-09-02,96.11
2024-09-03,97.18
2024-09-04,91.93
2024-09-05,89.26
2024-09-06,88.91
2024-09-07,87.73
2024-09-08,85.07
2024-09-09,82.78
2024-09-10,81.57
2024-09-11,84.99
2024-09-12,86.93
2024-09-13,88.21
2024-09-14,89.1
2024-09-15,89.18
2024-09-16,91.33
2024-09-17,91.2
2024-09-18,92.12
2024-09-19,89.97
2024-09-20,91.0
2024-09-21,91.15
2024-09-22,91.81
2024-09-23,91.95
2024-09-24,93.19
2024-09-25,93.49
2024-09-26,95.69
2024-09-27,94.97
2024-09-28,94.94
2024-09-29,95.51
2024-09-30,96.1
2024-10-01,97.06
2024-10-02,96.43
2024-10-03,95.35
2024-10-04,94.35
2024-10-05,94.8
2024-10-06,93.52
2024-10-07,93.86
2024-10-08,90.98
2024-10-09,91.2
2024-10-10,90.9
2024-10-11,90.98
2024-10-12,90.65
2024-10-13,91.76
2024-10-14,90.6
2024-10-15,94.12
2024-10-16,92.75
2024-10-17,94.6
2024-10-18,95.15
2024-10-19,95.67
2024-10-20,94.77
2024-10-21,96.21
2024-10-22,93.75
2024-10-23,96.39
2024-10-24,96.6
2024-10-25,99.16
2024-10-26,99.29
2024-10-27,99.81
2024-10-28,100.47
2024-10-29,101.7
2024-10-30,101.49
2024-10-31,100.72
2024-11-01,100.17
2024-11-02,99.93
2024-11-03,99.8
2024-11-04,99.22
2024-11-05,99.08
2024-11-06,99.78
2024-11-07,100.93
2024-11-08,102.32
2024-11-09,102.41
2024-11-10,102.88
2024-11-11,102.04
2024-11-12,101.47
2024-11-13,98.56
2024-11-14,98.7
2024-11-15,95.52
2024-11-16,94.27
2024-11-17,93.75
2024-11-18,93.76
2024-11-19,93.83
2024-11-20,96.12
2024-11-21,94.04
2024-11-22,93.81
2024-11-23,94.65
2024-11-24,93.58
2024-11-25,93.53
2024-11-26,93.23
2024-11-27,92.14
2024-11-28,91.46
2024-11-29,89.77
2024-11-30,89.56
2024-12-01,89.36
2024-12-02,88.7
2024-12-03,88.98
2024-12-04,87.29
2024-12-05,87.53
2024-12-06,87.44
2024-12-07,87.1
2024-12-08,86.12
2024-12-09,82.82
