month,us10y,jp10y,usdjpy,rate_gap
2017-12-01,2.4025,0.045,112.9405,2.3575
2018-01-01,2.583809523809524,0.08,110.871,2.5038095238095237
2018-02-01,2.8589473684210525,0.045,107.97,2.8139473684210525
2018-03-01,2.842380952380952,0.045,106.0468,2.797380952380952
2018-04-01,2.869047619047619,0.05,107.6562,2.8190476190476192
2018-05-01,2.977727272727273,0.03,109.6882,2.947727272727273
2018-06-01,2.9123809523809525,0.03,110.0638,2.8823809523809527
2018-07-01,2.889047619047619,0.06,111.521,2.829047619047619
2018-08-01,2.889130434782609,0.11,110.9965,2.779130434782609
2018-09-01,3.004210526315789,0.125,112.0974,2.879210526315789
2018-10-01,3.152272727272727,0.13,112.7218,3.022272727272727
2018-11-01,3.117,0.085,113.338,3.032
2018-12-01,2.8326315789473684,-0.01,112.1994,2.842631578947368
2019-01-01,2.713809523809524,0.0,108.9605,2.713809523809524
2019-02-01,2.6763157894736844,-0.015,110.44,2.6913157894736845
2019-03-01,2.570952380952381,-0.095,111.1443,2.665952380952381
2019-04-01,2.532380952380952,-0.045,111.6414,2.577380952380952
2019-05-01,2.395,-0.095,109.9714,2.49
2019-06-01,2.074,-0.165,108.0685,2.239
2019-07-01,2.059090909090909,-0.16,108.2864,2.2190909090909092
2019-08-01,1.6263636363636365,-0.28,106.1886,1.9063636363636365
2019-09-01,1.6995,-0.215,107.54,1.9145
2019-10-01,1.7068181818181818,-0.15,108.1368,1.8568181818181817
2019-11-01,1.8121052631578949,-0.08,108.8579,1.892105263157895
2019-12-01,1.8628571428571428,-0.025,109.101,1.8878571428571427
2020-01-01,1.757619047619048,-0.065,109.2667,1.822619047619048
2020-02-01,1.5042105263157897,-0.155,110.0295,1.6592105263157897
2020-03-01,0.87,0.005,107.6673,0.865
2020-04-01,0.6576190476190477,-0.04,107.7386,0.6976190476190477
2020-05-01,0.674,0.0,107.2,0.674
2020-06-01,0.7286363636363636,0.03,107.5782,0.6986363636363636
2020-07-01,0.6236363636363637,0.01,106.6818,0.6136363636363636
2020-08-01,0.65,0.045,106.0129,0.605
2020-09-01,0.6795238095238095,0.015,105.589,0.6645238095238095
2020-10-01,0.7871428571428571,0.04,105.2095,0.7471428571428571
2020-11-01,0.8700000000000001,0.03,104.4061,0.8400000000000001
2020-12-01,0.9336363636363636,0.02,103.7952,0.9136363636363636
