run_id,created_at_utc,target,runtime,quick_mode,device,n,logloss_transformer,logloss_ensemble2,logloss_ensemble3,delta_3_vs_2,lo,hi,verdict
20260906T124525_75ca655abe18,2026-09-06T12:46:28.897964+00:00,samsung,colab,False,cuda,1362,1.08492418199374,1.0285092206827537,1.037638664495616,0.009129443812862181,0.004409745876790877,0.014124994336389671,편입 반대
