target,model,target_mode,fold,n,accuracy,balanced_accuracy,log_loss,brier,auc_gap,auc_session,seconds
samsung,Always flat,close_to_close,all,1362.0,0.2819383259911894,0.3333333333333333,1.096458095316931,0.6654927469289915,,,0.0
samsung,No macro ensemble,close_to_close,all,1362.0,0.4596182085168869,0.4376421442061393,1.028744841276915,0.6185968159263194,,,0.0
samsung,panel pooled + foreign,close_to_close,all,1362.0,0.4544787077826725,0.4276999208593108,1.0383731412528063,0.6244223818166598,,,94.8
samsung,panel single + foreign,close_to_close,all,1362.0,0.4552129221732746,0.4334281522902934,1.0361573271394102,0.623758093546283,,,35.0
sk_hynix,Always flat,close_to_close,all,1357.0,0.2733971997052321,0.3333333333333333,1.0922731196232272,0.6626929508273133,,,0.0
sk_hynix,No macro ensemble,close_to_close,all,1357.0,0.501105379513633,0.4671103195295237,1.0149088146919305,0.6087389035574537,,,0.0
sk_hynix,panel pooled + foreign,close_to_close,all,1357.0,0.4922623434045689,0.4620833412165375,1.0245734827341195,0.6155439808458805,,,97.3
sk_hynix,panel single + foreign,close_to_close,all,1357.0,0.4922623434045689,0.4589181861739306,1.0154329529900448,0.6093689072866344,,,33.5
