model,kind,horizon_days,target_mode,config_hash,n,accuracy,mean_log_loss,mean_brier,point_forecasts,price_mae,price_mape,interval_coverage
Ridge,price,1,close_to_close,9b0b1adcafba0fea37db,1,,,,1,68.45542529994418,0.015593135413128869,1.0
